Date_from;Date_to;KROPPAN BRU;MOHOLTLIA;SELSBAKK;MOHOLT RAMPE 2;Jonsvannsveien vest for Steinanvegen
21.05.2019 13:00;21.05.2019 14:00;2940;860;587;150;610
21.05.2019 14:00;21.05.2019 15:00;3610;1029;725;176;777
21.05.2019 15:00;21.05.2019 16:00;5280;1893;939;328;1229
21.05.2019 16:00;21.05.2019 17:00;4211;1498;694;253;984
21.05.2019 17:00;21.05.2019 18:00;2917;1044;685;185;756
21.05.2019 18:00;21.05.2019 19:00;2571;912;568;162;770
21.05.2019 19:00;21.05.2019 20:00;2252;855;536;170;672
21.05.2019 20:00;21.05.2019 21:00;2066;776;458;146;594
21.05.2019 21:00;21.05.2019 22:00;1736;613;379;125;408
21.05.2019 22:00;21.05.2019 23:00;1180;415;261;91;297
21.05.2019 23:00;22.05.2019 00:00;552;202;121;35;130
22.05.2019 00:00;22.05.2019 01:00;201;80;43;9;48
22.05.2019 01:00;22.05.2019 02:00;128;30;24;5;19
22.05.2019 02:00;22.05.2019 03:00;81;33;23;1;18
22.05.2019 03:00;22.05.2019 04:00;112;50;16;4;23
22.05.2019 04:00;22.05.2019 05:00;169;87;24;4;17
22.05.2019 05:00;22.05.2019 06:00;558;284;95;15;60
22.05.2019 06:00;22.05.2019 07:00;2800;946;456;62;376
22.05.2019 07:00;22.05.2019 08:00;4809;1383;601;179;984
22.05.2019 08:00;22.05.2019 09:00;3492;1143;601;201;884
22.05.2019 09:00;22.05.2019 10:00;2543;791;468;153;481
22.05.2019 10:00;22.05.2019 11:00;2493;801;451;118;481
22.05.2019 11:00;22.05.2019 12:00;2704;873;462;134;524
22.05.2019 12:00;22.05.2019 13:00;2679;822;533;129;511
22.05.2019 13:00;22.05.2019 14:00;2929;915;560;154;599
22.05.2019 14:00;22.05.2019 15:00;3742;1022;678;175;744
22.05.2019 15:00;22.05.2019 16:00;5305;1812;927;315;1161
22.05.2019 16:00;22.05.2019 17:00;4214;1393;743;240;1064
22.05.2019 17:00;22.05.2019 18:00;2958;1197;620;183;851
22.05.2019 18:00;22.05.2019 19:00;2419;1143;565;159;720
22.05.2019 19:00;22.05.2019 20:00;2277;1092;537;172;678
22.05.2019 20:00;22.05.2019 21:00;2038;1016;469;145;631
22.05.2019 21:00;22.05.2019 22:00;1559;650;367;120;461
22.05.2019 22:00;22.05.2019 23:00;1137;494;263;75;295
22.05.2019 23:00;23.05.2019 00:00;519;213;130;35;123
23.05.2019 00:00;23.05.2019 01:00;245;100;45;9;53
23.05.2019 01:00;23.05.2019 02:00;128;50;30;3;16
23.05.2019 02:00;23.05.2019 03:00;80;28;18;4;18
23.05.2019 03:00;23.05.2019 04:00;94;31;30;0;15
23.05.2019 04:00;23.05.2019 05:00;157;92;20;3;29
23.05.2019 05:00;23.05.2019 06:00;541;309;84;13;57
23.05.2019 06:00;23.05.2019 07:00;2777;1371;445;54;385
23.05.2019 07:00;23.05.2019 08:00;4604;2216;633;182;930
23.05.2019 08:00;23.05.2019 09:00;3817;1954;539;219;880
23.05.2019 09:00;23.05.2019 10:00;2563;1218;436;116;479
23.05.2019 10:00;23.05.2019 11:00;2505;1211;441;135;509
23.05.2019 11:00;23.05.2019 12:00;2781;1227;475;164;565
23.05.2019 12:00;23.05.2019 13:00;2888;1267;502;165;573
23.05.2019 13:00;23.05.2019 14:00;3172;1443;561;172;652
23.05.2019 14:00;23.05.2019 15:00;3821;1690;701;201;822
23.05.2019 15:00;23.05.2019 16:00;5391;3068;888;389;1229
23.05.2019 16:00;23.05.2019 17:00;4582;2397;737;268;1029
23.05.2019 17:00;23.05.2019 18:00;3261;1499;674;192;829
23.05.2019 18:00;23.05.2019 19:00;2904;1389;573;161;714
23.05.2019 19:00;23.05.2019 20:00;2557;1209;559;220;707
23.05.2019 20:00;23.05.2019 21:00;2234;1043;429;151;631
23.05.2019 21:00;23.05.2019 22:00;1642;740;331;87;395
23.05.2019 22:00;23.05.2019 23:00;1241;575;260;73;306
23.05.2019 23:00;24.05.2019 00:00;614;276;122;39;147
24.05.2019 00:00;24.05.2019 01:00;263;103;56;13;61
24.05.2019 01:00;24.05.2019 02:00;163;48;26;7;27
24.05.2019 02:00;24.05.2019 03:00;110;30;23;4;18
24.05.2019 03:00;24.05.2019 04:00;125;53;23;3;14
24.05.2019 04:00;24.05.2019 05:00;136;55;22;3;18
24.05.2019 05:00;24.05.2019 06:00;528;276;85;9;71
24.05.2019 06:00;24.05.2019 07:00;2752;1306;458;55;404
24.05.2019 07:00;24.05.2019 08:00;4658;2274;630;186;890
24.05.2019 08:00;24.05.2019 09:00;3438;1561;472;181;891
24.05.2019 09:00;24.05.2019 10:00;2794;840;439;125;561
24.05.2019 10:00;24.05.2019 11:00;2784;1071;527;162;599
24.05.2019 11:00;24.05.2019 12:00;2967;925;548;177;639
24.05.2019 12:00;24.05.2019 13:00;3282;929;601;163;689
24.05.2019 13:00;24.05.2019 14:00;3484;1043;674;172;728
24.05.2019 14:00;24.05.2019 15:00;4331;1160;788;202;909
24.05.2019 15:00;24.05.2019 16:00;5240;1855;874;395;1255
24.05.2019 16:00;24.05.2019 17:00;4417;1404;649;258;997
24.05.2019 17:00;24.05.2019 18:00;3217;1034;630;174;730
24.05.2019 18:00;24.05.2019 19:00;2669;851;505;159;627
24.05.2019 19:00;24.05.2019 20:00;2091;701;430;141;525
24.05.2019 20:00;24.05.2019 21:00;1822;582;328;107;421
24.05.2019 21:00;24.05.2019 22:00;1295;450;237;89;288
24.05.2019 22:00;24.05.2019 23:00;1045;383;200;48;223
24.05.2019 23:00;25.05.2019 00:00;785;287;149;41;197
25.05.2019 00:00;25.05.2019 01:00;556;166;97;17;137
25.05.2019 01:00;25.05.2019 02:00;414;128;86;18;91
25.05.2019 02:00;25.05.2019 03:00;345;83;60;9;69
25.05.2019 03:00;25.05.2019 04:00;249;85;61;12;41
25.05.2019 04:00;25.05.2019 05:00;163;93;40;3;28
25.05.2019 05:00;25.05.2019 06:00;165;62;25;7;27
25.05.2019 06:00;25.05.2019 07:00;306;109;71;10;49
25.05.2019 07:00;25.05.2019 08:00;665;250;117;32;157
25.05.2019 08:00;25.05.2019 09:00;980;369;180;35;243
25.05.2019 09:00;25.05.2019 10:00;1520;573;289;46;316
25.05.2019 10:00;25.05.2019 11:00;2040;819;388;91;392
25.05.2019 11:00;25.05.2019 12:00;2637;1178;517;128;556
25.05.2019 12:00;25.05.2019 13:00;2998;1432;535;209;698
25.05.2019 13:00;25.05.2019 14:00;2988;1459;577;172;752
25.05.2019 14:00;25.05.2019 15:00;3108;1403;564;163;714
25.05.2019 15:00;25.05.2019 16:00;3062;1024;598;228;726
25.05.2019 16:00;25.05.2019 17:00;2763;875;510;177;629
25.05.2019 17:00;25.05.2019 18:00;2672;816;454;160;587
25.05.2019 18:00;25.05.2019 19:00;2439;747;445;139;528
25.05.2019 19:00;25.05.2019 20:00;1797;615;353;128;500
25.05.2019 20:00;25.05.2019 21:00;1384;482;260;83;337
25.05.2019 21:00;25.05.2019 22:00;1042;348;209;62;268
25.05.2019 22:00;25.05.2019 23:00;920;297;162;43;206
25.05.2019 23:00;26.05.2019 00:00;696;228;150;28;161
26.05.2019 00:00;26.05.2019 01:00;584;162;108;23;140
26.05.2019 01:00;26.05.2019 02:00;524;144;106;22;104
26.05.2019 02:00;26.05.2019 03:00;456;101;95;15;82
26.05.2019 03:00;26.05.2019 04:00;333;89;69;20;59
26.05.2019 04:00;26.05.2019 05:00;202;87;29;6;30
26.05.2019 05:00;26.05.2019 06:00;119;28;26;2;10
26.05.2019 06:00;26.05.2019 07:00;200;69;50;8;28
26.05.2019 07:00;26.05.2019 08:00;454;167;64;11;61
26.05.2019 08:00;26.05.2019 09:00;615;152;110;14;131
26.05.2019 09:00;26.05.2019 10:00;936;323;155;18;194
26.05.2019 10:00;26.05.2019 11:00;1455;507;275;59;347
26.05.2019 11:00;26.05.2019 12:00;1703;583;362;80;532
26.05.2019 12:00;26.05.2019 13:00;2223;682;396;110;605
26.05.2019 13:00;26.05.2019 14:00;2354;815;494;113;647
26.05.2019 14:00;26.05.2019 15:00;2600;832;552;171;732
26.05.2019 15:00;26.05.2019 16:00;2722;921;575;148;714
26.05.2019 16:00;26.05.2019 17:00;2722;947;519;167;689
26.05.2019 17:00;26.05.2019 18:00;2819;901;530;184;755
26.05.2019 18:00;26.05.2019 19:00;2636;870;501;148;650
26.05.2019 19:00;26.05.2019 20:00;2387;794;456;156;583
26.05.2019 20:00;26.05.2019 21:00;1847;594;369;105;474
26.05.2019 21:00;26.05.2019 22:00;1249;487;231;74;345
26.05.2019 22:00;26.05.2019 23:00;1045;415;197;60;299
26.05.2019 23:00;27.05.2019 00:00;546;202;107;33;112
27.05.2019 00:00;27.05.2019 01:00;267;112;51;12;43
27.05.2019 01:00;27.05.2019 02:00;202;55;27;12;28
27.05.2019 02:00;27.05.2019 03:00;71;27;14;5;12
27.05.2019 03:00;27.05.2019 04:00;90;43;21;4;19
27.05.2019 04:00;27.05.2019 05:00;205;113;25;1;30
27.05.2019 05:00;27.05.2019 06:00;646;318;108;10;92
27.05.2019 06:00;27.05.2019 07:00;3021;772;481;79;397
27.05.2019 07:00;27.05.2019 08:00;4897;1164;631;220;911
27.05.2019 08:00;27.05.2019 09:00;3778;1187;538;202;761
27.05.2019 09:00;27.05.2019 10:00;2741;806;476;126;514
27.05.2019 10:00;27.05.2019 11:00;2595;824;498;161;505
27.05.2019 11:00;27.05.2019 12:00;2737;879;494;144;512
27.05.2019 12:00;27.05.2019 13:00;2791;865;500;173;585
27.05.2019 13:00;27.05.2019 14:00;3034;945;568;158;556
27.05.2019 14:00;27.05.2019 15:00;3567;1055;691;163;749
27.05.2019 15:00;27.05.2019 16:00;5274;1760;873;303;1154
27.05.2019 16:00;27.05.2019 17:00;4481;1353;655;252;981
27.05.2019 17:00;27.05.2019 18:00;3092;1070;573;188;758
27.05.2019 18:00;27.05.2019 19:00;2701;957;507;199;738
27.05.2019 19:00;27.05.2019 20:00;2344;902;535;167;663
27.05.2019 20:00;27.05.2019 21:00;1957;714;401;142;585
27.05.2019 21:00;27.05.2019 22:00;1583;554;373;110;411
27.05.2019 22:00;27.05.2019 23:00;1025;391;249;65;282
27.05.2019 23:00;28.05.2019 00:00;510;194;78;23;133
28.05.2019 00:00;28.05.2019 01:00;211;75;35;9;34
28.05.2019 01:00;28.05.2019 02:00;95;31;18;4;28
28.05.2019 02:00;28.05.2019 03:00;79;29;20;7;10
28.05.2019 03:00;28.05.2019 04:00;92;28;16;0;9
28.05.2019 04:00;28.05.2019 05:00;160;81;15;2;26
28.05.2019 05:00;28.05.2019 06:00;604;272;93;9;72
28.05.2019 06:00;28.05.2019 07:00;2904;757;478;62;378
28.05.2019 07:00;28.05.2019 08:00;4883;1178;707;213;992
28.05.2019 08:00;28.05.2019 09:00;3799;1080;527;218;883
28.05.2019 09:00;28.05.2019 10:00;2663;841;442;125;516
28.05.2019 10:00;28.05.2019 11:00;2562;796;453;134;511
28.05.2019 11:00;28.05.2019 12:00;2837;883;417;159;574
28.05.2019 12:00;28.05.2019 13:00;2872;838;517;167;585
28.05.2019 13:00;28.05.2019 14:00;3127;912;543;176;653
28.05.2019 14:00;28.05.2019 15:00;3792;1026;666;170;772
28.05.2019 15:00;28.05.2019 16:00;5040;1781;817;329;1190
28.05.2019 16:00;28.05.2019 17:00;4496;1650;671;321;1142
28.05.2019 17:00;28.05.2019 18:00;3145;1026;535;190;776
28.05.2019 18:00;28.05.2019 19:00;2781;941;569;206;783
28.05.2019 19:00;28.05.2019 20:00;2560;805;555;199;707
28.05.2019 20:00;28.05.2019 21:00;2116;821;427;131;586
28.05.2019 21:00;28.05.2019 22:00;1630;714;302;118;441
28.05.2019 22:00;28.05.2019 23:00;1208;489;214;57;259
28.05.2019 23:00;29.05.2019 00:00;528;198;104;30;124
29.05.2019 00:00;29.05.2019 01:00;217;95;36;12;39
29.05.2019 01:00;29.05.2019 02:00;149;55;24;11;20
29.05.2019 02:00;29.05.2019 03:00;105;23;17;4;16
29.05.2019 03:00;29.05.2019 04:00;121;30;21;7;23
29.05.2019 04:00;29.05.2019 05:00;210;97;25;3;24
29.05.2019 05:00;29.05.2019 06:00;590;277;85;7;69
29.05.2019 06:00;29.05.2019 07:00;2897;1309;454;73;412
29.05.2019 07:00;29.05.2019 08:00;4939;2433;641;207;964
29.05.2019 08:00;29.05.2019 09:00;3703;1873;529;209;887
29.05.2019 09:00;29.05.2019 10:00;2674;1202;486;153;520
29.05.2019 10:00;29.05.2019 11:00;2722;1258;449;148;538
29.05.2019 11:00;29.05.2019 12:00;2911;1323;472;144;593
29.05.2019 12:00;29.05.2019 13:00;3152;1166;534;175;671
29.05.2019 13:00;29.05.2019 14:00;3390;1098;603;176;680
29.05.2019 14:00;29.05.2019 15:00;4122;1217;708;201;789
29.05.2019 15:00;29.05.2019 16:00;5363;2073;872;337;1248
29.05.2019 16:00;29.05.2019 17:00;4805;1853;733;416;1217
29.05.2019 17:00;29.05.2019 18:00;3650;1010;704;224;858
29.05.2019 18:00;29.05.2019 19:00;3007;907;591;159;711
29.05.2019 19:00;29.05.2019 20:00;2573;814;549;168;680
29.05.2019 20:00;29.05.2019 21:00;2191;689;448;149;529
29.05.2019 21:00;29.05.2019 22:00;1491;482;310;89;331
29.05.2019 22:00;29.05.2019 23:00;1140;423;198;61;266
29.05.2019 23:00;30.05.2019 00:00;763;267;153;38;182
30.05.2019 00:00;30.05.2019 01:00;461;176;91;19;119
30.05.2019 01:00;30.05.2019 02:00;327;135;71;23;66
30.05.2019 02:00;30.05.2019 03:00;260;57;58;9;40
30.05.2019 03:00;30.05.2019 04:00;159;46;44;6;37
30.05.2019 04:00;30.05.2019 05:00;154;72;11;4;16
30.05.2019 05:00;30.05.2019 06:00;134;74;24;9;15
30.05.2019 06:00;30.05.2019 07:00;378;167;83;6;48
30.05.2019 07:00;30.05.2019 08:00;564;228;109;21;109
30.05.2019 08:00;30.05.2019 09:00;714;266;117;11;101
30.05.2019 09:00;30.05.2019 10:00;957;318;169;27;200
30.05.2019 10:00;30.05.2019 11:00;1431;485;270;51;370
30.05.2019 11:00;30.05.2019 12:00;1808;613;326;83;454
30.05.2019 12:00;30.05.2019 13:00;2055;718;457;94;533
30.05.2019 13:00;30.05.2019 14:00;2177;753;454;105;593
30.05.2019 14:00;30.05.2019 15:00;2268;765;468;112;607
30.05.2019 15:00;30.05.2019 16:00;2271;712;493;138;590
30.05.2019 16:00;30.05.2019 17:00;2017;683;432;113;506
30.05.2019 17:00;30.05.2019 18:00;2047;703;385;110;542
30.05.2019 18:00;30.05.2019 19:00;1768;702;373;96;501
30.05.2019 19:00;30.05.2019 20:00;1545;582;368;92;428
30.05.2019 20:00;30.05.2019 21:00;1457;515;290;65;356
30.05.2019 21:00;30.05.2019 22:00;1117;460;222;55;302
30.05.2019 22:00;30.05.2019 23:00;902;346;209;43;201
30.05.2019 23:00;31.05.2019 00:00;579;175;97;30;123
31.05.2019 00:00;31.05.2019 01:00;259;92;67;15;67
31.05.2019 01:00;31.05.2019 02:00;161;73;47;8;34
31.05.2019 02:00;31.05.2019 03:00;131;27;35;8;26
31.05.2019 03:00;31.05.2019 04:00;119;46;25;2;16
31.05.2019 04:00;31.05.2019 05:00;125;53;26;3;19
31.05.2019 05:00;31.05.2019 06:00;387;162;74;5;50
31.05.2019 06:00;31.05.2019 07:00;1709;482;292;31;224
31.05.2019 07:00;31.05.2019 08:00;2831;852;389;111;483
31.05.2019 08:00;31.05.2019 09:00;2203;735;399;127;546
31.05.2019 09:00;31.05.2019 10:00;2222;689;394;106;437
31.05.2019 10:00;31.05.2019 11:00;2593;905;445;133;518
31.05.2019 11:00;31.05.2019 12:00;2990;1084;524;174;648
31.05.2019 12:00;31.05.2019 13:00;3389;1205;594;189;653
31.05.2019 13:00;31.05.2019 14:00;3544;1198;632;195;681
31.05.2019 14:00;31.05.2019 15:00;3849;1266;694;193;724
31.05.2019 15:00;31.05.2019 16:00;4329;1346;736;241;890
31.05.2019 16:00;31.05.2019 17:00;3611;1129;579;215;722
31.05.2019 17:00;31.05.2019 18:00;2743;959;432;152;581
31.05.2019 18:00;31.05.2019 19:00;2213;661;434;123;534
31.05.2019 19:00;31.05.2019 20:00;1725;612;358;118;413
31.05.2019 20:00;31.05.2019 21:00;1526;461;283;73;302
31.05.2019 21:00;31.05.2019 22:00;1055;332;197;47;204
31.05.2019 22:00;31.05.2019 23:00;867;284;171;47;169
31.05.2019 23:00;01.06.2019 00:00;649;185;149;22;109
01.06.2019 00:00;01.06.2019 01:00;436;151;93;19;73
01.06.2019 01:00;01.06.2019 02:00;299;92;53;9;59
01.06.2019 02:00;01.06.2019 03:00;264;67;50;20;55
01.06.2019 03:00;01.06.2019 04:00;213;91;29;1;24
01.06.2019 04:00;01.06.2019 05:00;159;63;19;2;19
01.06.2019 05:00;01.06.2019 06:00;163;72;36;7;21
01.06.2019 06:00;01.06.2019 07:00;314;124;71;4;56
01.06.2019 07:00;01.06.2019 08:00;549;206;89;22;120
01.06.2019 08:00;01.06.2019 09:00;757;303;160;32;199
01.06.2019 09:00;01.06.2019 10:00;1336;504;236;33;268
01.06.2019 10:00;01.06.2019 11:00;1911;822;316;88;408
01.06.2019 11:00;01.06.2019 12:00;2273;1105;444;118;541
01.06.2019 12:00;01.06.2019 13:00;2584;1214;454;147;555
01.06.2019 13:00;01.06.2019 14:00;2621;1243;490;147;606
01.06.2019 14:00;01.06.2019 15:00;2745;1207;548;194;651
01.06.2019 15:00;01.06.2019 16:00;2739;1033;515;178;634
01.06.2019 16:00;01.06.2019 17:00;2395;795;502;160;564
01.06.2019 17:00;01.06.2019 18:00;2296;668;478;149;530
01.06.2019 18:00;01.06.2019 19:00;2043;673;419;130;540
01.06.2019 19:00;01.06.2019 20:00;1700;561;311;111;380
01.06.2019 20:00;01.06.2019 21:00;1325;415;262;65;317
01.06.2019 21:00;01.06.2019 22:00;773;273;141;42;196
01.06.2019 22:00;01.06.2019 23:00;621;229;149;26;137
01.06.2019 23:00;02.06.2019 00:00;861;271;211;39;212
02.06.2019 00:00;02.06.2019 01:00;685;218;132;20;144
02.06.2019 01:00;02.06.2019 02:00;533;151;105;25;96
02.06.2019 02:00;02.06.2019 03:00;447;94;95;12;62
02.06.2019 03:00;02.06.2019 04:00;409;107;87;15;87
02.06.2019 04:00;02.06.2019 05:00;195;76;33;8;32
02.06.2019 05:00;02.06.2019 06:00;136;46;26;7;20
02.06.2019 06:00;02.06.2019 07:00;205;81;34;5;38
02.06.2019 07:00;02.06.2019 08:00;351;124;60;5;66
02.06.2019 08:00;02.06.2019 09:00;434;133;77;14;96
02.06.2019 09:00;02.06.2019 10:00;640;248;113;18;132
02.06.2019 10:00;02.06.2019 11:00;1081;381;209;40;284
02.06.2019 11:00;02.06.2019 12:00;1489;515;290;57;348
02.06.2019 12:00;02.06.2019 13:00;1958;653;396;82;491
02.06.2019 13:00;02.06.2019 14:00;2261;749;438;102;554
02.06.2019 14:00;02.06.2019 15:00;2355;868;490;130;657
02.06.2019 15:00;02.06.2019 16:00;2711;881;508;147;654
02.06.2019 16:00;02.06.2019 17:00;2893;987;499;175;654
02.06.2019 17:00;02.06.2019 18:00;2797;914;505;154;613
02.06.2019 18:00;02.06.2019 19:00;2936;992;497;172;632
02.06.2019 19:00;02.06.2019 20:00;2519;891;476;129;582
02.06.2019 20:00;02.06.2019 21:00;2090;700;407;116;521
02.06.2019 21:00;02.06.2019 22:00;1529;596;277;74;373
02.06.2019 22:00;02.06.2019 23:00;1057;425;207;63;245
02.06.2019 23:00;03.06.2019 00:00;573;190;93;35;97
03.06.2019 00:00;03.06.2019 01:00;270;114;45;20;46
03.06.2019 01:00;03.06.2019 02:00;148;45;24;10;17
03.06.2019 02:00;03.06.2019 03:00;107;33;9;2;7
03.06.2019 03:00;03.06.2019 04:00;90;30;15;5;15
03.06.2019 04:00;03.06.2019 05:00;198;115;31;0;22
03.06.2019 05:00;03.06.2019 06:00;666;296;99;20;80
03.06.2019 06:00;03.06.2019 07:00;3002;789;487;64;417
03.06.2019 07:00;03.06.2019 08:00;4822;1386;759;233;1007
03.06.2019 08:00;03.06.2019 09:00;3918;1085;529;211;737
03.06.2019 09:00;03.06.2019 10:00;2725;780;468;144;78
03.06.2019 10:00;03.06.2019 11:00;2593;786;453;131;534
03.06.2019 11:00;03.06.2019 12:00;2612;860;427;171;554
03.06.2019 12:00;03.06.2019 13:00;2729;1033;489;149;574
03.06.2019 13:00;03.06.2019 14:00;2982;1315;552;166;609
03.06.2019 14:00;03.06.2019 15:00;3819;1172;732;177;733
03.06.2019 15:00;03.06.2019 16:00;5297;1730;882;291;1157
03.06.2019 16:00;03.06.2019 17:00;4329;1286;676;255;1026
03.06.2019 17:00;03.06.2019 18:00;2984;1013;614;192;825
03.06.2019 18:00;03.06.2019 19:00;2631;915;504;176;772
03.06.2019 19:00;03.06.2019 20:00;2224;784;476;162;694
03.06.2019 20:00;03.06.2019 21:00;2086;716;472;130;612
03.06.2019 21:00;03.06.2019 22:00;1544;582;350;109;441
03.06.2019 22:00;03.06.2019 23:00;1120;411;240;58;294
03.06.2019 23:00;04.06.2019 00:00;516;188;91;27;132
04.06.2019 00:00;04.06.2019 01:00;214;79;24;8;42
04.06.2019 01:00;04.06.2019 02:00;117;44;25;9;24
04.06.2019 02:00;04.06.2019 03:00;69;33;20;5;13
04.06.2019 03:00;04.06.2019 04:00;93;22;14;2;11
04.06.2019 04:00;04.06.2019 05:00;166;88;20;2;23
04.06.2019 05:00;04.06.2019 06:00;605;270;80;11;71
04.06.2019 06:00;04.06.2019 07:00;2883;781;467;66;401
04.06.2019 07:00;04.06.2019 08:00;4842;1199;710;219;937
04.06.2019 08:00;04.06.2019 09:00;3682;1051;580;195;855
04.06.2019 09:00;04.06.2019 10:00;2570;766;427;128;552
04.06.2019 10:00;04.06.2019 11:00;2656;878;425;157;501
04.06.2019 11:00;04.06.2019 12:00;2734;861;497;167;541
04.06.2019 12:00;04.06.2019 13:00;2784;940;483;160;570
04.06.2019 13:00;04.06.2019 14:00;2919;874;502;144;607
04.06.2019 14:00;04.06.2019 15:00;3796;1071;644;217;807
04.06.2019 15:00;04.06.2019 16:00;5253;1797;858;331;1187
04.06.2019 16:00;04.06.2019 17:00;4242;1260;645;234;959
04.06.2019 17:00;04.06.2019 18:00;2868;964;568;175;721
04.06.2019 18:00;04.06.2019 19:00;2687;938;594;183;698
04.06.2019 19:00;04.06.2019 20:00;2361;797;511;161;705
04.06.2019 20:00;04.06.2019 21:00;2088;637;410;131;517
04.06.2019 21:00;04.06.2019 22:00;1543;501;320;106;410
04.06.2019 22:00;04.06.2019 23:00;1233;431;229;83;341
04.06.2019 23:00;05.06.2019 00:00;575;207;86;29;132
05.06.2019 00:00;05.06.2019 01:00;204;68;38;17;49
05.06.2019 01:00;05.06.2019 02:00;108;37;29;5;15
05.06.2019 02:00;05.06.2019 03:00;71;25;17;4;9
05.06.2019 03:00;05.06.2019 04:00;87;35;11;1;8
05.06.2019 04:00;05.06.2019 05:00;168;99;26;3;27
05.06.2019 05:00;05.06.2019 06:00;628;368;89;12;62
05.06.2019 06:00;05.06.2019 07:00;2901;1395;493;75;400
05.06.2019 07:00;05.06.2019 08:00;4681;2368;656;169;962
05.06.2019 08:00;05.06.2019 09:00;3648;1753;546;197;836
05.06.2019 09:00;05.06.2019 10:00;2571;1246;433;120;497
05.06.2019 10:00;05.06.2019 11:00;2609;1162;432;122;548
05.06.2019 11:00;05.06.2019 12:00;2790;1048;464;153;615
05.06.2019 12:00;05.06.2019 13:00;2782;874;481;146;595
05.06.2019 13:00;05.06.2019 14:00;2954;1003;555;173;619
05.06.2019 14:00;05.06.2019 15:00;3800;1587;611;178;735
05.06.2019 15:00;05.06.2019 16:00;5425;2997;847;369;1222
05.06.2019 16:00;05.06.2019 17:00;4428;2158;704;314;1096
05.06.2019 17:00;05.06.2019 18:00;3124;1018;618;205;869
05.06.2019 18:00;05.06.2019 19:00;2634;885;551;184;756
05.06.2019 19:00;05.06.2019 20:00;2560;1167;632;191;716
05.06.2019 20:00;05.06.2019 21:00;2305;1112;446;145;625
05.06.2019 21:00;05.06.2019 22:00;1778;790;411;99;480
05.06.2019 22:00;05.06.2019 23:00;1459;583;261;83;330
05.06.2019 23:00;06.06.2019 00:00;669;233;111;32;164
06.06.2019 00:00;06.06.2019 01:00;263;105;47;12;51
06.06.2019 01:00;06.06.2019 02:00;175;59;29;4;33
06.06.2019 02:00;06.06.2019 03:00;106;34;10;2;16
06.06.2019 03:00;06.06.2019 04:00;124;45;21;2;19
06.06.2019 04:00;06.06.2019 05:00;210;94;34;4;27
06.06.2019 05:00;06.06.2019 06:00;571;251;100;13;65
06.06.2019 06:00;06.06.2019 07:00;2812;708;403;62;409
06.06.2019 07:00;06.06.2019 08:00;4628;1168;721;201;917
06.06.2019 08:00;06.06.2019 09:00;3707;1020;548;180;807
06.06.2019 09:00;06.06.2019 10:00;2627;742;468;126;538
06.06.2019 10:00;06.06.2019 11:00;2673;821;431;124;507
06.06.2019 11:00;06.06.2019 12:00;2866;865;472;139;623
06.06.2019 12:00;06.06.2019 13:00;2912;831;502;156;599
06.06.2019 13:00;06.06.2019 14:00;3246;1655;564;148;694
06.06.2019 14:00;06.06.2019 15:00;3985;2811;757;179;759
06.06.2019 15:00;06.06.2019 16:00;5322;4511;893;413;1223
06.06.2019 16:00;06.06.2019 17:00;4288;3346;708;247;946
06.06.2019 17:00;06.06.2019 18:00;3145;2411;591;194;834
06.06.2019 18:00;06.06.2019 19:00;2755;1411;553;199;729
06.06.2019 19:00;06.06.2019 20:00;2584;1125;508;191;672
06.06.2019 20:00;06.06.2019 21:00;2154;993;432;140;599
06.06.2019 21:00;06.06.2019 22:00;1751;766;342;106;451
06.06.2019 22:00;06.06.2019 23:00;1362;583;225;15;343
06.06.2019 23:00;07.06.2019 00:00;741;323;120;0;169
07.06.2019 00:00;07.06.2019 01:00;379;131;75;0;75
07.06.2019 01:00;07.06.2019 02:00;236;77;38;2;50
07.06.2019 02:00;07.06.2019 03:00;130;38;17;0;19
07.06.2019 03:00;07.06.2019 04:00;151;61;27;4;22
07.06.2019 04:00;07.06.2019 05:00;192;83;21;3;27
07.06.2019 05:00;07.06.2019 06:00;574;318;87;8;57
07.06.2019 06:00;07.06.2019 07:00;2600;1213;415;64;364
07.06.2019 07:00;07.06.2019 08:00;4522;2283;669;205;882
07.06.2019 08:00;07.06.2019 09:00;3474;1826;538;185;904
07.06.2019 09:00;07.06.2019 10:00;2675;1297;454;149;571
07.06.2019 10:00;07.06.2019 11:00;2798;1279;487;179;606
07.06.2019 11:00;07.06.2019 12:00;3221;1414;511;154;634
07.06.2019 12:00;07.06.2019 13:00;3414;1545;557;191;645
07.06.2019 13:00;07.06.2019 14:00;3676;1392;662;177;764
07.06.2019 14:00;07.06.2019 15:00;4429;1370;791;228;891
07.06.2019 15:00;07.06.2019 16:00;5191;2067;858;427;1252
07.06.2019 16:00;07.06.2019 17:00;4580;1777;682;359;1085
07.06.2019 17:00;07.06.2019 18:00;3378;1202;625;197;705
07.06.2019 18:00;07.06.2019 19:00;2669;845;490;135;558
07.06.2019 19:00;07.06.2019 20:00;2143;642;373;122;474
07.06.2019 20:00;07.06.2019 21:00;1763;549;301;98;355
07.06.2019 21:00;07.06.2019 22:00;1199;414;210;78;281
07.06.2019 22:00;07.06.2019 23:00;987;337;155;39;173
07.06.2019 23:00;08.06.2019 00:00;729;224;113;36;175
08.06.2019 00:00;08.06.2019 01:00;472;145;89;20;109
08.06.2019 01:00;08.06.2019 02:00;363;88;77;15;76
08.06.2019 02:00;08.06.2019 03:00;254;78;51;9;67
