,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
203,70,2019-07-23,13.1,59,489,301,108,856,720,21.4,1563894000,2.6,160,4.0,1563894000,15.6,1563865200,0.0,0.0,999,final,72.5,1014,0.0,,174,1417,11727,7218,4180,18.2,1563832800,160,8.0,1.9
204,43,2019-07-24,16.1,59,486,299,108,855,717,25.8,1563984000,5.1,93,5.0,1563973200,16.4,1563940800,1.5,1.5,1001,final,76.2,1016,0.0,,286,1410,11669,7166,6859,20.6,1563919200,93,8.4,2.4
205,75,2019-07-25,17.2,58,484,296,108,854,714,29.1,1564059600,2.7,193,4.0,1564063200,18.6,1564088400,0.0,0.0,1001,final,72.3,1016,0.0,,174,1403,11609,7113,4167,22.6,1564005600,193,12.8,2.1
206,25,2019-07-26,16.7,58,481,294,108,853,711,29.7,1564164000,5.7,105,4.0,1564156800,15.0,1564110000,0.0,0.0,1004,final,70.7,1020,0.0,,291,1395,11546,7058,6995,22.7,1564092000,105,6.8,2.1
207,20,2019-07-27,15.8,58,478,292,108,853,708,31.9,1564239600,5.1,121,4.0,1564185600,19.7,1564196400,0.0,0.0,1003,final,52.6,1018,0.0,,291,1388,11481,7002,6972,26.6,1564178400,121,6.4,2.0
208,2,2019-07-28,15.8,57,476,289,108,852,705,31.3,1564329600,5.6,103,3.0,1564326000,17.8,1564282800,0.0,0.0,1000,final,56.2,1015,0.0,,289,1380,11413,6945,6944,25.6,1564264800,103,6.8,1.9
209,35,2019-07-29,15.3,57,473,287,107,851,702,30.4,1564412400,4.7,186,5.0,1564430400,18.3,1564434000,4.5,4.5,997,final,55.1,1012,0.0,,274,1371,11343,6887,6580,25.1,1564351200,186,6.8,2.1
210,69,2019-07-30,8.7,57,470,284,107,850,699,26.3,1564437600,2.9,97,5.0,1564441200,15.4,1564520400,1.0,1.0,1000,final,58.3,1015,0.0,,192,1362,11271,6828,4611,17.1,1564437600,97,14.0,2.8
211,35,2019-07-31,6.2,56,467,282,107,849,695,23.3,1564588800,4.7,117,5.0,1564545600,13.2,1564542000,0.0,0.0,1002,final,47.6,1017,0.0,,277,1353,11198,6768,6651,17.7,1564524000,117,12.0,2.5
212,35,2019-08-01,8.2,56,464,279,107,848,692,22.6,1564668000,5.4,225,4.0,1564675200,11.1,1564628400,0.0,0.0,1003,final,57.3,1019,0.0,,275,1344,11124,6707,6611,16.9,1564610400,225,8.4,2.1
213,29,2019-08-02,8.6,56,460,277,107,847,688,19.1,1564750800,4.7,257,4.0,1564758000,11.5,1564711200,0.0,0.0,1003,final,69.0,1019,0.0,,249,1334,11051,6645,5965,14.4,1564696800,257,7.2,2.5
214,78,2019-08-03,7.7,55,457,274,106,846,684,16.9,1564837200,1.7,243,4.0,1564851600,10.4,1564866000,0.0,0.0,1002,final,70.7,1017,0.0,,102,1324,10980,6582,2459,13.0,1564783200,243,6.0,1.9
215,74,2019-08-04,7.7,55,455,272,106,845,681,18.0,1564930800,2.3,197,3.0,1564916400,9.6,1564952400,0.0,0.0,998,final,70.0,1014,0.0,,146,1313,10912,6520,3498,13.2,1564869600,197,7.2,1.8
216,62,2019-08-05,7.7,54,452,269,106,844,677,16.0,1565020800,1.9,118,4.0,1565013600,9.7,1564956000,0.0,0.0,994,final,74.0,1010,0.0,,112,1304,10844,6456,2694,12.3,1564956000,118,5.2,2.2
217,20,2019-08-06,8.1,54,449,266,106,843,673,19.6,1565103600,5.2,118,4.0,1565078400,6.2,1565060400,0.0,0.0,988,final,72.3,1004,0.0,,255,1295,10776,6391,6125,13.3,1565042400,118,5.6,2.0
218,78,2019-08-07,10.6,54,446,264,105,842,669,21.1,1565182800,3.3,265,4.0,1565193600,9.6,1565146800,0.0,0.0,985,final,76.1,1001,0.0,,180,1285,10709,6326,4320,15.0,1565128800,265,6.8,1.8
219,97,2019-08-08,12.3,53,443,261,105,841,665,17.4,1565272800,2.1,247,3.0,1565280000,13.2,1565244000,0.0,0.0,988,final,88.9,1003,0.0,,75,1275,10644,6261,1809,14.1,1565215200,247,6.8,1.8
220,78,2019-08-09,11.6,53,441,258,105,840,661,18.2,1565370000,1.9,156,4.0,1565370000,12.0,1565323200,0.0,0.0,994,final,83.6,1010,0.0,,109,1266,10580,6194,2615,14.4,1565301600,156,6.8,2.3
221,95,2019-08-10,11.1,52,438,255,105,838,657,22.0,1565438400,1.5,164,7.0,1565438400,13.2,1565391600,0.0,0.0,987,final,63.9,1002,0.0,,65,1258,10515,6127,1554,18.3,1565388000,164,13.6,3.3
222,85,2019-08-11,12.8,52,435,252,105,837,652,26.0,1565528400,3.0,183,5.0,1565474400,16.3,1565496000,0.5,0.5,982,final,67.5,997,0.0,,160,1249,10446,6059,3836,19.2,1565474400,183,11.6,2.2
223,100,2019-08-12,12.7,52,432,250,104,836,648,19.0,1565560800,1.5,250,4.0,1565640000,11.0,1565643600,14.0,14.0,986,final,91.9,1001,0.0,,29,1241,10375,5990,704,14.1,1565560800,250,8.8,2.2
224,100,2019-08-13,9.2,51,429,247,104,835,644,13.7,1565697600,1.5,221,5.0,1565708400,9.1,1565730000,12.0,12.0,989,final,89.8,1005,0.0,,33,1232,10302,5921,794,10.9,1565647200,221,10.0,3.2
225,85,2019-08-14,7.0,51,426,244,104,833,639,16.1,1565802000,2.1,235,4.0,1565776800,8.7,1565748000,1.5,1.5,991,final,74.3,1007,0.0,,134,1223,10225,5851,3205,11.6,1565733600,235,9.2,2.3
226,52,2019-08-15,8.0,51,423,241,103,832,635,17.7,1565881200,4.3,125,4.0,1565874000,8.3,1565838000,0.0,0.0,992,final,71.9,1007,0.0,,227,1213,10146,5780,5437,13.2,1565820000,125,7.6,2.4
227,93,2019-08-16,8.4,50,419,238,103,831,630,17.1,1565967600,1.8,173,3.0,1565967600,11.2,1565935200,0.0,0.0,989,final,68.2,1005,0.0,,80,1203,10064,5708,1911,14.3,1565906400,173,6.0,2.2
228,86,2019-08-17,10.6,50,416,235,103,829,625,19.1,1566061200,1.4,167,7.0,1566032400,11.0,1566014400,1.5,1.5,983,final,75.8,998,0.0,,66,1193,9979,5636,1577,15.2,1565992800,167,14.4,3.1
229,52,2019-08-18,10.6,49,412,232,103,828,621,18.6,1566079200,3.6,134,4.0,1566129600,11.9,1566111600,6.5,6.5,982,final,75.2,998,0.0,,194,1183,9892,5563,4658,15.0,1566079200,134,8.0,2.3
230,68,2019-08-19,8.4,49,409,229,102,826,616,20.0,1566219600,3.7,170,3.0,1566216000,9.0,1566187200,1.0,1.0,982,final,69.9,998,0.0,,147,1172,9804,5490,3530,14.0,1566165600,170,6.8,1.5
231,70,2019-08-20,10.0,48,405,226,102,825,611,18.9,1566306000,2.3,143,2.0,1566313200,9.7,1566262800,2.5,2.5,991,final,81.8,1007,0.0,,154,1160,9716,5416,3694,13.2,1566252000,143,7.2,1.6
232,54,2019-08-21,7.4,48,401,223,102,823,606,16.6,1566392400,2.4,233,6.0,1566388800,9.6,1566417600,0.0,0.0,1003,final,72.6,1019,0.0,,167,1149,9630,5343,4018,12.4,1566338400,233,11.6,2.9
233,68,2019-08-22,7.2,47,398,220,101,822,601,19.3,1566475200,1.5,153,6.0,1566486000,5.9,1566442800,1.0,1.0,1000,final,70.7,1016,0.0,,86,1136,9549,5269,2062,12.8,1566424800,153,10.4,2.6
234,69,2019-08-23,9.6,47,395,216,101,820,596,17.6,1566568800,3.2,195,3.0,1566572400,10.7,1566529200,3.5,3.5,999,final,78.0,1014,0.0,,163,1125,9471,5196,3910,13.5,1566511200,195,7.6,1.8
235,93,2019-08-24,11.1,46,391,213,101,818,590,18.0,1566651600,1.5,163,3.0,1566651600,10.3,1566619200,0.0,0.0,1006,final,82.8,1022,0.0,,57,1115,9391,5122,1374,14.0,1566597600,163,4.8,1.7
236,98,2019-08-25,12.8,46,388,210,100,817,585,18.4,1566738000,1.7,201,3.0,1566748800,13.8,1566759600,3.5,3.5,1004,final,85.8,1019,0.0,,60,1105,9308,5048,1429,15.2,1566684000,201,10.4,1.8
237,86,2019-08-26,13.1,46,384,207,100,815,580,23.7,1566831600,1.8,112,3.0,1566838800,12.4,1566788400,0.0,0.0,1003,final,78.6,1019,0.0,,100,1095,9225,4973,2410,17.2,1566770400,112,5.6,1.5
238,1,2019-08-27,12.9,45,381,204,100,813,574,25.2,1566918000,4.1,107,3.0,1566910800,11.3,1566874800,0.0,0.0,1002,final,70.8,1018,0.0,,204,1084,9142,4898,4897,18.7,1566856800,107,4.4,1.5
239,50,2019-08-28,13.5,45,377,201,99,811,569,28.7,1567000800,3.3,158,6.0,1567008000,12.8,1566964800,0.0,0.0,997,final,67.0,1013,0.0,,134,1072,9060,4823,3227,20.3,1566943200,158,10.4,2.7
240,92,2019-08-29,13.0,44,374,198,99,809,564,22.9,1567069200,1.2,219,4.0,1567076400,12.1,1567112400,18.5,18.5,992,final,81.5,1008,0.0,,49,1061,8981,4748,1184,16.3,1567029600,219,9.6,2.0
241,77,2019-08-30,9.9,44,371,195,99,807,558,19.8,1567184400,3.2,161,5.0,1567184400,10.1,1567141200,0.5,0.5,993,final,73.0,1008,0.0,,110,1050,8904,4674,2631,15.1,1567116000,161,6.8,2.4
242,93,2019-08-31,11.7,43,368,192,98,805,552,21.8,1567267200,1.4,135,7.0,1567285200,14.2,1567224000,2.5,2.5,990,final,70.9,1006,0.0,,67,1040,8824,4598,1607,17.3,1567202400,135,9.6,2.9
243,97,2019-09-01,10.1,43,364,188,98,803,547,20.5,1567288800,1.2,236,7.0,1567292400,11.6,1567371600,11.0,11.0,986,final,68.2,1001,0.0,,46,1030,8741,4523,1093,16.2,1567288800,236,13.6,3.6
244,88,2019-09-02,5.6,42,361,185,97,801,541,14.3,1567436400,1.2,179,4.0,1567414800,6.8,1567458000,4.5,4.5,994,final,71.9,1010,0.0,,48,1020,8655,4447,1161,10.6,1567375200,179,7.2,2.2
245,45,2019-09-03,5.3,42,357,182,97,799,535,14.0,1567504800,2.5,206,4.0,1567522800,3.8,1567483200,3.0,3.0,993,final,79.7,1009,0.0,,162,1009,8567,4371,3895,8.7,1567461600,206,9.6,2.2
246,63,2019-09-04,5.5,42,353,179,97,797,529,14.9,1567612800,2.9,148,4.0,1567569600,4.5,1567569600,1.0,1.0,991,final,75.3,1007,0.0,,88,998,8475,4295,2118,9.8,1567548000,148,8.4,2.4
247,96,2019-09-05,7.0,41,349,176,96,794,523,12.8,1567634400,1.1,216,5.0,1567677600,7.9,1567717200,16.5,16.5,984,final,87.1,1000,0.0,,31,987,8382,4219,735,9.0,1567634400,216,11.6,2.9
248,86,2019-09-06,4.8,41,345,173,96,792,517,13.0,1567782000,2.1,146,4.0,1567782000,6.7,1567731600,0.0,0.0,992,final,76.8,1008,0.0,,87,975,8287,4143,2092,8.8,1567720800,146,9.6,2.7
249,65,2019-09-07,5.8,40,341,169,95,790,511,12.8,1567857600,2.4,279,2.4,1567807200,7.3,1567832400,7.0,7.0,1001,final,80.5,1017,0.0,,145,963,8194,4068,3468,9.2,1567807200,279,7.6,1.6
250,36,2019-09-08,5.6,40,338,166,95,787,505,14.9,1567958400,3.0,120,3.0,1567947600,3.2,1567915200,0.0,0.0,1008,final,78.9,1024,0.0,,163,950,8105,3992,3910,9.3,1567893600,120,7.2,1.6
251,33,2019-09-09,6.5,39,334,163,95,785,499,17.3,1568037600,2.6,178,3.0,1568037600,6.4,1567987200,0.0,0.0,1004,final,69.5,1019,0.0,,142,938,8023,3918,3405,12.1,1567980000,178,7.2,1.4
252,73,2019-09-10,10.2,39,331,160,94,782,493,17.8,1568149200,2.0,167,6.0,1568149200,9.7,1568091600,0.0,0.0,998,final,79.0,1014,0.0,,75,928,7941,3844,1799,13.9,1568066400,167,7.2,1.7
253,85,2019-09-11,9.6,38,327,157,94,780,487,21.1,1568196000,1.0,190,7.0,1568181600,11.7,1568235600,2.0,2.0,985,final,66.9,1000,0.0,,42,917,7856,3769,1004,16.0,1568152800,190,11.6,3.7
254,77,2019-09-12,8.2,38,324,154,93,777,481,14.3,1568278800,1.7,209,4.0,1568304000,7.9,1568322000,3.5,3.5,989,final,84.3,1005,0.0,,77,907,7768,3695,1840,10.8,1568239200,209,13.6,2.5
255,94,2019-09-13,5.8,37,320,151,93,774,474,9.9,1568376000,1.1,209,5.0,1568361600,6.7,1568408400,0.5,0.5,997,final,86.4,1013,0.0,,48,896,7677,3620,1157,7.9,1568325600,209,14.8,4.0
256,87,2019-09-14,5.6,37,316,148,92,772,468,10.9,1568473200,1.6,192,7.0,1568448000,5.9,1568433600,6.0,6.0,997,final,85.7,1013,0.0,,63,885,7584,3546,1521,7.9,1568412000,192,13.6,3.7
257,92,2019-09-15,5.8,36,312,145,92,769,462,12.6,1568552400,1.0,212,7.0,1568552400,6.8,1568523600,8.0,8.0,975,final,80.2,990,0.0,,37,874,7488,3472,896,9.1,1568498400,212,14.4,3.2
258,86,2019-09-16,5.5,36,308,142,91,766,455,11.0,1568638800,1.1,233,7.0,1568628000,6.7,1568667600,7.5,7.5,985,final,82.8,1000,0.0,,62,862,7390,3398,1485,8.3,1568584800,233,17.2,4.9
259,90,2019-09-17,4.4,35,304,139,91,763,449,10.6,1568728800,1.0,223,4.0,1568707200,4.7,1568692800,6.0,6.0,989,final,83.2,1005,0.0,,41,850,7290,3324,989,7.0,1568671200,223,10.8,3.0
260,76,2019-09-18,5.2,35,300,135,90,760,442,9.9,1568808000,1.4,224,4.0,1568804400,5.7,1568840400,3.0,3.0,1001,final,86.6,1017,0.0,,62,838,7191,3251,1480,7.3,1568757600,224,11.2,2.6
261,89,2019-09-19,4.2,34,296,132,90,757,436,8.9,1568901600,0.9,209,3.0,1568901600,5.0,1568869200,4.0,4.0,1007,final,86.4,1023,0.0,,25,825,7095,3179,588,6.4,1568844000,209,8.4,2.3
262,100,2019-09-20,7.1,34,292,129,89,753,429,12.4,1568977200,0.9,224,10.0,1568988000,5.1,1568937600,18.0,18.0,999,final,85.9,1015,0.0,,21,811,7003,3107,496,9.4,1568930400,224,17.2,4.8
263,98,2019-09-21,8.8,33,288,126,89,750,423,14.0,1569081600,1.1,245,8.0,1569027600,10.7,1569016800,0.0,0.0,1000,final,80.1,1016,0.0,,43,800,6910,3036,1030,12.1,1569016800,245,16.0,4.7
264,94,2019-09-22,7.6,33,284,124,88,747,416,12.7,1569103200,0.9,90,4.0,1569132000,6.2,1569186000,0.0,0.0,1001,final,89.0,1017,0.0,,28,789,6815,2965,683,9.3,1569103200,90,6.8,2.7
265,89,2019-09-23,6.3,32,280,121,87,743,410,14.6,1569243600,0.9,64,3.0,1569265200,4.5,1569214800,0.0,0.0,1000,final,85.5,1016,0.0,,34,777,6718,2895,826,8.7,1569189600,64,5.6,1.8
266,28,2019-09-24,5.5,32,276,118,87,740,403,13.0,1569333600,2.6,105,3.0,1569337200,2.8,1569301200,0.0,0.0,998,final,86.0,1014,0.0,,115,765,6622,2825,2753,7.9,1569276000,105,5.2,1.7
267,2,2019-09-25,4.0,31,272,115,86,736,396,14.4,1569420000,2.7,111,4.0,1569412800,3.3,1569387600,0.0,0.0,996,final,71.8,1012,0.0,,115,753,6530,2756,2756,9.0,1569362400,111,7.2,1.9
268,2,2019-09-26,3.1,31,269,112,86,733,390,15.6,1569506400,2.7,153,3.0,1569506400,3.4,1569474000,0.0,0.0,995,final,68.0,1011,0.0,,112,740,6446,2689,2689,9.0,1569448800,153,9.2,1.5
269,48,2019-09-27,4.3,30,265,109,85,729,383,14.5,1569592800,1.8,176,4.0,1569578400,5.5,1569542400,0.0,0.0,992,final,64.1,1008,0.0,,77,729,6364,2622,1846,10.9,1569535200,176,12.4,2.0
270,87,2019-09-28,6.5,30,262,106,85,725,376,16.5,1569675600,2.2,151,3.0,1569704400,10.0,1569650400,1.0,1.0,987,final,66.3,1003,0.0,,73,719,6280,2555,1749,12.6,1569621600,151,10.4,2.3
271,100,2019-09-29,6.7,30,258,104,84,721,370,13.8,1569708000,0.8,235,3.0,1569765600,5.8,1569787200,14.5,14.5,979,final,84.6,995,0.0,,13,709,6194,2489,300,9.2,1569708000,235,8.0,2.0
272,93,2019-09-30,1.5,29,254,101,83,717,363,7.8,1569794400,1.1,223,4.0,1569852000,1.0,1569877200,10.5,10.5,975,final,86.7,991,0.0,,36,699,6104,2423,874,3.6,1569794400,223,6.8,2.5
273,89,2019-10-01,0.8,29,250,98,83,713,356,5.8,1569924000,1.1,204,3.0,1569931200,-1.8,1569906000,7.5,7.5,976,final,92.1,992,0.0,,26,689,6011,2357,619,2.0,1569880800,204,7.2,1.8
274,91,2019-10-02,5.2,28,246,95,82,709,350,8.9,1570032000,1.0,162,2.0,1570028400,3.5,1569996000,1.0,1.0,990,final,93.6,1006,0.0,,36,678,5915,2292,868,6.2,1569967200,162,4.0,1.2
275,89,2019-10-03,2.4,28,242,93,81,705,343,8.3,1570104000,1.1,83,3.0,1570104000,3.8,1570086000,2.0,2.0,1000,final,82.3,1016,0.0,,39,667,5817,2227,943,5.3,1570053600,83,8.4,1.9
276,10,2019-10-04,-3.6,27,238,90,81,700,336,6.4,1570194000,2.1,150,3.0,1570183200,-0.1,1570222800,0.0,0.0,1003,final,60.9,1019,0.0,,89,656,5715,2163,2133,3.3,1570140000,150,9.2,2.0
277,5,2019-10-05,-4.3,27,234,87,80,696,329,4.8,1570284000,2.3,159,3.0,1570284000,-4.3,1570255200,0.0,0.0,1008,final,76.0,1024,0.0,,87,644,5610,2099,2099,-0.3,1570226400,159,4.4,1.5
278,68,2019-10-06,-4.2,26,229,85,80,691,323,5.2,1570366800,1.1,195,2.0,1570392000,-3.8,1570330800,0.0,0.0,1010,final,71.3,1027,0.0,,47,632,5503,2037,1122,0.6,1570312800,195,3.6,1.4
279,73,2019-10-07,-0.8,26,225,82,79,687,316,8.1,1570449600,1.8,163,3.0,1570449600,1.4,1570471200,0.0,0.0,1002,final,72.0,1019,0.0,,74,620,5393,1975,1766,3.9,1570399200,163,7.2,2.0
280,53,2019-10-08,-1.8,25,220,80,78,682,310,9.2,1570532400,2.3,138,4.0,1570536000,-0.9,1570507200,0.0,0.0,982,final,69.4,998,0.0,,79,607,5283,1914,1896,3.4,1570485600,138,7.2,1.7
281,45,2019-10-09,0.2,25,216,77,77,677,303,10.2,1570636800,1.9,150,4.0,1570636800,1.8,1570586400,0.0,0.0,978,final,69.3,993,0.0,,77,594,5173,1854,1839,5.5,1570572000,150,7.6,2.1
282,14,2019-10-10,0.7,24,211,75,77,672,296,8.2,1570712400,2.1,115,2.0,1570708800,-0.5,1570680000,0.0,0.0,978,final,83.2,994,0.0,,75,581,5066,1795,1795,3.4,1570658400,115,3.6,1.2
283,81,2019-10-11,3.3,24,207,72,76,667,290,10.0,1570795200,1.3,161,3.0,1570777200,0.7,1570752000,0.0,0.0,976,final,90.0,992,0.0,,47,567,4967,1738,1119,4.9,1570744800,161,4.0,1.8
284,97,2019-10-12,2.3,23,203,70,75,662,283,7.0,1570892400,0.9,216,3.0,1570910400,1.1,1570831200,1.5,1.5,976,final,88.2,992,0.0,,26,554,4874,1682,633,4.1,1570831200,216,5.2,1.7
285,42,2019-10-13,1.1,23,199,68,75,657,277,8.8,1570971600,1.6,185,3.0,1570971600,0.8,1571000400,1.5,1.5,989,final,78.8,1005,0.0,,63,542,4787,1628,1510,4.6,1570917600,185,5.6,2.3
286,21,2019-10-14,-1.3,22,196,66,74,652,270,6.0,1571058000,2.0,159,2.0,1571018400,-2.4,1571029200,0.0,0.0,994,final,83.4,1010,0.0,,64,530,4707,1574,1544,1.3,1571004000,159,4.0,1.4
287,32,2019-10-15,-1.2,22,193,63,73,646,264,5.1,1571144400,2.0,117,3.0,1571148000,-3.1,1571112000,0.0,0.0,999,final,87.0,1015,0.0,,55,521,4626,1522,1310,0.8,1571090400,117,5.6,1.5
288,66,2019-10-16,1.3,21,189,61,72,641,257,9.8,1571227200,1.4,131,4.0,1571259600,0.7,1571205600,3.0,3.0,993,final,78.6,1009,0.0,,26,512,4543,1470,619,4.9,1571176800,131,10.4,2.3
289,78,2019-10-17,2.1,21,186,59,72,635,251,10.3,1571313600,1.8,138,3.0,1571317200,4.3,1571346000,2.0,2.0,990,final,72.5,1006,0.0,,49,503,4457,1419,1179,6.7,1571263200,138,8.4,1.5
290,69,2019-10-18,4.1,21,182,57,71,629,245,9.5,1571403600,1.0,205,1.0,1571400000,4.3,1571353200,2.5,2.5,988,final,81.2,1004,0.0,,17,493,4369,1369,405,7.1,1571349600,205,4.0,1.0
291,97,2019-10-19,2.8,20,178,55,70,623,238,7.8,1571490000,0.6,67,5.0,1571472000,3.4,1571518800,0.0,0.0,990,final,84.0,1006,0.0,,11,484,4278,1319,264,5.3,1571436000,67,6.0,2.8
292,30,2019-10-20,-0.9,20,174,53,69,617,232,7.7,1571580000,1.8,104,3.0,1571536800,1.1,1571533200,0.0,0.0,997,final,72.4,1013,0.0,,53,474,4185,1270,1268,3.8,1571522400,104,7.6,1.9
293,96,2019-10-21,0.5,19,170,51,69,611,226,6.5,1571662800,0.6,203,3.0,1571634000,2.6,1571608800,0.0,0.0,999,final,74.8,1015,0.0,,10,464,4090,1222,240,4.6,1571608800,203,4.8,1.7
294,89,2019-10-22,1.6,19,166,49,68,605,220,12.8,1571731200,1.7,223,11.0,1571752800,4.4,1571774400,2.5,2.5,983,final,63.3,999,0.0,,33,454,3991,1174,793,8.3,1571695200,223,22.0,5.5
295,99,2019-10-23,3.1,18,162,47,67,599,214,7.5,1571835600,0.7,139,3.0,1571796000,4.4,1571803200,3.0,3.0,989,final,83.2,1005,0.0,,10,443,3891,1128,252,5.8,1571781600,139,8.8,1.5
296,97,2019-10-24,3.1,18,158,45,66,592,208,11.8,1571914800,1.2,150,4.0,1571911200,5.7,1571868000,0.5,0.5,985,final,70.4,1001,0.0,,20,432,3788,1082,478,8.7,1571868000,150,4.4,2.1
297,88,2019-10-25,3.9,18,153,43,65,586,202,10.6,1572037200,0.6,192,6.0,1572037200,2.9,1572033600,12.0,12.0,980,final,89.7,996,0.0,,8,422,3683,1038,197,5.4,1571954400,192,14.4,2.7
298,12,2019-10-26,-2.1,17,149,41,64,579,196,5.0,1572055200,1.9,219,4.0,1572055200,-0.8,1572123600,0.0,0.0,984,final,79.1,1000,0.0,,41,410,3577,994,994,1.2,1572040800,219,5.6,3.0
299,75,2019-10-27,-1.3,16,139,38,64,572,190,3.5,1572199200,0.9,215,4.0,1572163200,-1.5,1572138000,3.0,3.0,987,final,86.7,1004,0.0,,10,399,3471,952,249,0.7,1572127200,215,7.2,2.8
300,78,2019-10-28,0.7,16,140,38,63,565,184,4.4,1572300000,1.1,228,3.0,1572282000,0.5,1572217200,5.0,5.0,1001,final,90.8,1017,12.0,,20,387,3366,911,485,2.0,1572217200,228,7.6,2.6
301,85,2019-10-29,1.3,16,136,36,62,558,179,5.0,1572346800,1.1,218,4.0,1572314400,1.9,1572328800,5.0,5.0,1009,final,89.3,1026,0.0,,23,375,3264,871,541,2.9,1572303600,218,8.4,2.7
302,100,2019-10-30,1.7,15,132,35,61,551,173,5.5,1572436800,0.6,203,6.0,1572433200,2.6,1572397200,16.0,16.0,1004,final,87.8,1021,0.0,,6,363,3169,833,138,3.5,1572390000,203,13.6,3.8
303,90,2019-10-31,2.1,15,129,33,60,544,168,5.2,1572519600,1.0,221,4.0,1572480000,3.0,1572490800,4.5,4.5,1002,final,89.8,1018,0.0,,14,350,3084,796,338,3.6,1572476400,221,9.6,2.4
304,76,2019-11-01,0.5,14,125,32,59,536,162,5.7,1572613200,1.0,197,4.0,1572573600,0.0,1572645600,2.0,2.0,992,final,85.5,1008,0.0,,11,339,3009,762,270,2.7,1572562800,197,5.2,2.3
305,86,2019-11-02,-1.0,14,122,30,59,529,157,3.4,1572703200,0.7,169,4.0,1572703200,-1.8,1572728400,0.5,0.5,981,final,87.6,998,3.5,,6,330,2936,728,148,0.8,1572649200,169,5.2,2.6
306,53,2019-11-03,-6.0,13,119,29,58,521,152,1.3,1572735600,1.3,174,2.0,1572735600,-7.1,1572814800,0.0,0.0,985,final,84.8,1002,0.0,,11,323,2860,695,253,-3.8,1572735600,174,4.4,1.6
307,27,2019-11-04,-9.5,13,116,28,57,514,147,0.6,1572872400,1.8,91,3.0,1572872400,-8.0,1572832800,0.0,0.0,988,final,66.0,1004,0.0,,28,315,2784,663,661,-3.9,1572822000,91,5.2,2.0
308,56,2019-11-05,-9.6,13,113,26,56,506,141,-2.5,1572955200,1.6,181,2.0,1572915600,-9.0,1572944400,0.0,0.0,991,final,78.4,1008,0.0,,26,307,2705,632,622,-6.5,1572908400,181,2.8,1.4
309,99,2019-11-06,-9.1,12,109,25,55,498,136,-1.6,1573048800,0.6,179,2.0,1573063200,-8.2,1572994800,0.0,0.0,989,final,75.7,1005,0.0,,7,300,2626,602,161,-5.3,1572994800,179,3.6,1.2
310,52,2019-11-07,-8.7,12,106,24,54,490,132,-1.3,1573153200,1.4,191,2.0,1573146000,-7.1,1573106400,0.0,0.0,992,final,74.4,1008,0.0,,19,292,2545,572,445,-4.8,1573081200,191,3.6,1.3
311,34,2019-11-08,-8.2,12,103,23,53,482,127,-1.9,1573218000,1.6,220,2.0,1573250400,-8.0,1573250400,0.0,0.0,999,final,79.1,1015,0.0,,22,284,2463,543,539,-5.1,1573167600,220,2.8,1.4
312,43,2019-11-09,-9.2,11,99,21,52,474,122,-1.2,1573304400,1.4,135,3.0,1573308000,-11.5,1573279200,0.0,0.0,1000,final,83.6,1017,0.0,,19,276,2380,515,463,-6.8,1573254000,135,5.2,1.9
313,77,2019-11-10,-8.2,11,96,20,52,465,118,-3.4,1573390800,1.0,78,6.0,1573401600,-7.9,1573362000,0.0,0.0,1001,final,82.6,1017,0.0,,8,267,2296,489,181,-5.7,1573340400,78,6.9,2.5
314,10,2019-11-11,-9.0,11,92,19,51,457,113,-2.9,1573480800,1.8,90,3.0,1573444800,-7.5,1573509600,0.0,0.0,991,final,75.4,1008,0.0,,19,259,2211,462,462,-5.3,1573426800,90,6.0,1.5
315,72,2019-11-12,-5.8,10,89,18,50,449,109,4.6,1573563600,0.9,175,5.0,1573588800,-9.4,1573516800,0.0,0.0,984,final,74.3,1000,0.0,,8,251,2126,437,198,-1.7,1573513200,175,6.8,2.2
316,75,2019-11-13,-3.2,10,85,17,49,440,105,4.5,1573646400,1.3,175,4.0,1573614000,-1.9,1573682400,0.0,0.0,981,final,69.1,997,0.0,,14,242,2041,413,341,2.0,1573599600,175,5.2,1.8
317,41,2019-11-14,-4.8,10,82,16,48,432,100,1.0,1573732800,1.5,193,3.0,1573761600,-4.2,1573768800,0.0,0.0,991,final,82.8,1008,0.0,,16,234,1957,390,382,-2.3,1573686000,193,3.6,1.3
318,41,2019-11-15,-7.5,9,78,15,47,423,96,-0.3,1573819200,1.6,225,5.0,1573833600,-5.5,1573855200,0.0,0.0,1004,final,74.7,1021,0.0,,15,225,1874,368,365,-3.7,1573772400,225,5.6,3.2
319,87,2019-11-16,-4.6,9,75,14,46,414,93,4.0,1573912800,1.1,158,2.0,1573905600,-5.4,1573858800,0.0,0.0,998,final,77.4,1015,0.0,,6,217,1794,347,133,-1.1,1573858800,158,5.6,1.3
320,91,2019-11-17,-1.8,9,72,14,45,406,89,4.5,1574020800,0.9,162,3.0,1573948800,1.9,1573945200,0.0,0.0,995,final,70.7,1011,0.0,,6,208,1717,327,139,3.0,1573945200,162,6.0,1.7
