date_from;date_to;month;AMS_kWh;Synthetic_3_6kW;Synthetic_7_2kW;Simultaneous_if_3_6kW
19.07.2019 05:00;19.07.2019 06:00;Jul;2,95;2,61;0;1
19.07.2019 06:00;19.07.2019 07:00;Jul;3;0;0;NA
19.07.2019 07:00;19.07.2019 08:00;Jul;3;0;0;NA
19.07.2019 08:00;19.07.2019 09:00;Jul;2,3;0;0;NA
19.07.2019 09:00;19.07.2019 10:00;Jul;0,05;NA;NA;NA
19.07.2019 10:00;19.07.2019 11:00;Jul;2,1;2,1;4,2;1
19.07.2019 11:00;19.07.2019 12:00;Jul;4,4;4,44;8,26;2
19.07.2019 12:00;19.07.2019 13:00;Jul;4;3,82;1,63;2
19.07.2019 13:00;19.07.2019 14:00;Jul;3,3;3,6;0;1
19.07.2019 14:00;19.07.2019 15:00;Jul;0,55;0,13;0;1
19.07.2019 15:00;19.07.2019 16:00;Jul;0,05;0;0;NA
19.07.2019 16:00;19.07.2019 17:00;Jul;2,35;2,34;4,68;1
19.07.2019 17:00;19.07.2019 18:00;Jul;3,7;3,6;7,2;1
19.07.2019 18:00;19.07.2019 19:00;Jul;3,7;3,6;3,18;1
19.07.2019 19:00;19.07.2019 20:00;Jul;3,7;3,6;0;1
19.07.2019 20:00;19.07.2019 21:00;Jul;1,95;1,92;0;1
19.07.2019 21:00;19.07.2019 22:00;Jul;4,35;2,28;4,56;1
19.07.2019 22:00;19.07.2019 23:00;Jul;9,2;6;12;2
19.07.2019 23:00;20.07.2019 00:00;Jul;9,65;7,14;7,02;2
20.07.2019 00:00;20.07.2019 01:00;Jul;0,85;3,6;0;1
20.07.2019 01:00;20.07.2019 02:00;Jul;0;3,6;0;1
20.07.2019 02:00;20.07.2019 03:00;Jul;0,05;0,96;0;1
20.07.2019 03:00;20.07.2019 04:00;Jul;0,05;0;0;NA
20.07.2019 04:00;20.07.2019 05:00;Jul;0,05;0;0;NA
20.07.2019 05:00;20.07.2019 06:00;Jul;0,05;0;0;NA
20.07.2019 06:00;20.07.2019 07:00;Jul;0,05;0;0;NA
20.07.2019 07:00;20.07.2019 08:00;Jul;0,05;0;0;NA
20.07.2019 08:00;20.07.2019 09:00;Jul;0,05;0;0;NA
20.07.2019 09:00;20.07.2019 10:00;Jul;0,05;0;0;NA
20.07.2019 10:00;20.07.2019 11:00;Jul;0,05;0;0;NA
20.07.2019 11:00;20.07.2019 12:00;Jul;0;0;0;NA
20.07.2019 12:00;20.07.2019 13:00;Jul;0,05;0;0;NA
20.07.2019 13:00;20.07.2019 14:00;Jul;0,05;0;0;NA
20.07.2019 14:00;20.07.2019 15:00;Jul;0,05;0;0;NA
20.07.2019 15:00;20.07.2019 16:00;Jul;0,05;0;0;NA
20.07.2019 16:00;20.07.2019 17:00;Jul;0,05;NA;NA;NA
20.07.2019 17:00;20.07.2019 18:00;Jul;0,05;NA;NA;NA
20.07.2019 18:00;20.07.2019 19:00;Jul;2,1;1,2;2,4;1
20.07.2019 19:00;20.07.2019 20:00;Jul;6,3;3,6;7,2;1
20.07.2019 20:00;20.07.2019 21:00;Jul;3,65;5,76;4,92;2
20.07.2019 21:00;20.07.2019 22:00;Jul;3,75;5,4;2,89;2
20.07.2019 22:00;20.07.2019 23:00;Jul;1,65;1,45;0;1
20.07.2019 23:00;21.07.2019 00:00;Jul;0,15;0;0;NA
21.07.2019 00:00;21.07.2019 01:00;Jul;0,05;0;0;NA
21.07.2019 01:00;21.07.2019 02:00;Jul;0,05;0;0;NA
21.07.2019 02:00;21.07.2019 03:00;Jul;0,05;0;0;NA
21.07.2019 03:00;21.07.2019 04:00;Jul;0,05;0;0;NA
21.07.2019 04:00;21.07.2019 05:00;Jul;0,05;0;0;NA
21.07.2019 05:00;21.07.2019 06:00;Jul;0;0;0;NA
21.07.2019 06:00;21.07.2019 07:00;Jul;0,05;0;0;NA
21.07.2019 07:00;21.07.2019 08:00;Jul;0,05;0;0;NA
21.07.2019 08:00;21.07.2019 09:00;Jul;3,05;3,06;5,77;1
21.07.2019 09:00;21.07.2019 10:00;Jul;2,85;2,71;0;1
21.07.2019 10:00;21.07.2019 11:00;Jul;0;NA;NA;NA
21.07.2019 11:00;21.07.2019 12:00;Jul;0,05;NA;NA;NA
21.07.2019 12:00;21.07.2019 13:00;Jul;0,05;NA;NA;NA
21.07.2019 13:00;21.07.2019 14:00;Jul;0,5;0,48;0,96;1
21.07.2019 14:00;21.07.2019 15:00;Jul;3,7;3,6;7,2;1
21.07.2019 15:00;21.07.2019 16:00;Jul;3,65;3,6;4,85;1
21.07.2019 16:00;21.07.2019 17:00;Jul;3,7;3,6;0;1
21.07.2019 17:00;21.07.2019 18:00;Jul;3,95;3,95;4,44;2
21.07.2019 18:00;21.07.2019 19:00;Jul;8,05;6;10,88;2
21.07.2019 19:00;21.07.2019 20:00;Jul;10,5;7,2;7,2;2
21.07.2019 20:00;21.07.2019 21:00;Jul;7,8;4,7;7,2;2
21.07.2019 21:00;21.07.2019 22:00;Jul;10;6,66;13,32;2
21.07.2019 22:00;21.07.2019 23:00;Jul;10,55;7,2;14,4;2
21.07.2019 23:00;22.07.2019 00:00;Jul;10,55;7,2;11,5;2
22.07.2019 00:00;22.07.2019 01:00;Jul;10,5;7,2;7,2;2
22.07.2019 01:00;22.07.2019 02:00;Jul;9,85;7,2;7,2;2
22.07.2019 02:00;22.07.2019 03:00;Jul;6,35;3,76;3,05;2
22.07.2019 03:00;22.07.2019 04:00;Jul;0;3,6;0;1
22.07.2019 04:00;22.07.2019 05:00;Jul;0,05;3,6;0;1
22.07.2019 05:00;22.07.2019 06:00;Jul;0,05;3,6;0;1
22.07.2019 06:00;22.07.2019 07:00;Jul;0,6;3,6;0;1
22.07.2019 07:00;22.07.2019 08:00;Jul;0,05;3,6;0;1
22.07.2019 08:00;22.07.2019 09:00;Jul;0,05;3,6;0;1
22.07.2019 09:00;22.07.2019 10:00;Jul;0,05;3,6;0;1
22.07.2019 10:00;22.07.2019 11:00;Jul;0,05;1,85;0;1
22.07.2019 11:00;22.07.2019 12:00;Jul;0,05;0;0;NA
22.07.2019 12:00;22.07.2019 13:00;Jul;0,05;0;0;NA
22.07.2019 13:00;22.07.2019 14:00;Jul;0,05;0;0;NA
22.07.2019 14:00;22.07.2019 15:00;Jul;0,05;0;0;NA
22.07.2019 15:00;22.07.2019 16:00;Jul;2,35;2,4;4,8;1
22.07.2019 16:00;22.07.2019 17:00;Jul;3,65;3,6;2,98;1
22.07.2019 17:00;22.07.2019 18:00;Jul;6,9;4,48;5,4;2
22.07.2019 18:00;22.07.2019 19:00;Jul;6,15;3,6;7,2;1
22.07.2019 19:00;22.07.2019 20:00;Jul;5,9;3,6;7,2;1
22.07.2019 20:00;22.07.2019 21:00;Jul;6,15;3,6;7,2;1
22.07.2019 21:00;22.07.2019 22:00;Jul;6,3;3,6;6,4;1
22.07.2019 22:00;22.07.2019 23:00;Jul;4,1;3,6;0;1
22.07.2019 23:00;23.07.2019 00:00;Jul;0,05;3,6;0;1
23.07.2019 00:00;23.07.2019 01:00;Jul;0,05;3,6;0;1
23.07.2019 01:00;23.07.2019 02:00;Jul;0,05;3,6;0;1
23.07.2019 02:00;23.07.2019 03:00;Jul;0,05;1,9;0;1
23.07.2019 03:00;23.07.2019 04:00;Jul;0,05;NA;NA;NA
23.07.2019 04:00;23.07.2019 05:00;Jul;0,05;NA;NA;NA
23.07.2019 05:00;23.07.2019 06:00;Jul;0,05;NA;NA;NA
23.07.2019 06:00;23.07.2019 07:00;Jul;0,05;NA;NA;NA
23.07.2019 07:00;23.07.2019 08:00;Jul;0,05;NA;NA;NA
23.07.2019 08:00;23.07.2019 09:00;Jul;0,05;NA;NA;NA
23.07.2019 09:00;23.07.2019 10:00;Jul;0;NA;NA;NA
23.07.2019 10:00;23.07.2019 11:00;Jul;0,05;NA;NA;NA
23.07.2019 11:00;23.07.2019 12:00;Jul;0,05;NA;NA;NA
23.07.2019 12:00;23.07.2019 13:00;Jul;0,05;NA;NA;NA
23.07.2019 13:00;23.07.2019 14:00;Jul;0,05;NA;NA;NA
23.07.2019 14:00;23.07.2019 15:00;Jul;0,05;NA;NA;NA
23.07.2019 15:00;23.07.2019 16:00;Jul;0,05;NA;NA;NA
23.07.2019 16:00;23.07.2019 17:00;Jul;0,05;NA;NA;NA
23.07.2019 17:00;23.07.2019 18:00;Jul;0,05;NA;NA;NA
23.07.2019 18:00;23.07.2019 19:00;Jul;0,05;NA;NA;NA
23.07.2019 19:00;23.07.2019 20:00;Jul;0;NA;NA;NA
23.07.2019 20:00;23.07.2019 21:00;Jul;0,05;NA;NA;NA
23.07.2019 21:00;23.07.2019 22:00;Jul;0,6;0,6;1,2;1
23.07.2019 22:00;23.07.2019 23:00;Jul;6,8;5,46;10,92;2
23.07.2019 23:00;24.07.2019 00:00;Jul;9,85;7,2;11,66;2
24.07.2019 00:00;24.07.2019 01:00;Jul;9,9;7,2;7,2;2
24.07.2019 01:00;24.07.2019 02:00;Jul;7,7;5,06;4,89;2
24.07.2019 02:00;24.07.2019 03:00;Jul;1,15;3,6;0;1
24.07.2019 03:00;24.07.2019 04:00;Jul;0,05;3,6;0;1
24.07.2019 04:00;24.07.2019 05:00;Jul;0,05;3,15;0;1
24.07.2019 05:00;24.07.2019 06:00;Jul;0,05;0;0;NA
24.07.2019 06:00;24.07.2019 07:00;Jul;0,05;0;0;NA
24.07.2019 07:00;24.07.2019 08:00;Jul;0,05;0;0;NA
24.07.2019 08:00;24.07.2019 09:00;Jul;0,05;0;0;NA
24.07.2019 09:00;24.07.2019 10:00;Jul;2;2,04;4,08;1
24.07.2019 10:00;24.07.2019 11:00;Jul;2,8;2,7;0,66;1
24.07.2019 11:00;24.07.2019 12:00;Jul;0,05;0;0;NA
24.07.2019 12:00;24.07.2019 13:00;Jul;0,05;NA;NA;NA
24.07.2019 13:00;24.07.2019 14:00;Jul;0,05;NA;NA;NA
24.07.2019 14:00;24.07.2019 15:00;Jul;0,05;NA;NA;NA
24.07.2019 15:00;24.07.2019 16:00;Jul;0,05;NA;NA;NA
24.07.2019 16:00;24.07.2019 17:00;Jul;0,05;NA;NA;NA
24.07.2019 17:00;24.07.2019 18:00;Jul;2,05;2,1;4,2;1
24.07.2019 18:00;24.07.2019 19:00;Jul;5,35;5,34;10,68;2
24.07.2019 19:00;24.07.2019 20:00;Jul;7,3;7,2;10,04;2
24.07.2019 20:00;24.07.2019 21:00;Jul;7,25;7,2;0;2
24.07.2019 21:00;24.07.2019 22:00;Jul;2,75;3,08;0;2
24.07.2019 22:00;24.07.2019 23:00;Jul;0,05;0;0;NA
24.07.2019 23:00;25.07.2019 00:00;Jul;6,15;4,8;9,6;2
25.07.2019 00:00;25.07.2019 01:00;Jul;9,45;7,2;12,91;2
25.07.2019 01:00;25.07.2019 02:00;Jul;3,65;7,2;4,1;2
25.07.2019 02:00;25.07.2019 03:00;Jul;3,65;3,61;0;2
25.07.2019 03:00;25.07.2019 04:00;Jul;3,4;3,6;0;1
25.07.2019 04:00;25.07.2019 05:00;Jul;0,5;0,2;0;1
25.07.2019 05:00;25.07.2019 06:00;Jul;0,05;0;0;NA
25.07.2019 06:00;25.07.2019 07:00;Jul;0,5;0;0;NA
25.07.2019 07:00;25.07.2019 08:00;Jul;0,05;0;0;NA
25.07.2019 08:00;25.07.2019 09:00;Jul;0,05;0;0;NA
25.07.2019 09:00;25.07.2019 10:00;Jul;0,05;0;0;NA
25.07.2019 10:00;25.07.2019 11:00;Jul;0,05;0;0;NA
25.07.2019 11:00;25.07.2019 12:00;Jul;0,05;0;0;NA
25.07.2019 12:00;25.07.2019 13:00;Jul;0,05;0;0;NA
25.07.2019 13:00;25.07.2019 14:00;Jul;0,05;0;0;NA
25.07.2019 14:00;25.07.2019 15:00;Jul;0,05;NA;NA;NA
25.07.2019 15:00;25.07.2019 16:00;Jul;0,5;0,48;0,96;1
25.07.2019 16:00;25.07.2019 17:00;Jul;3,6;3,6;4,5;1
25.07.2019 17:00;25.07.2019 18:00;Jul;1,45;1,38;0;1
25.07.2019 18:00;25.07.2019 19:00;Jul;0,1;0;0;NA
25.07.2019 19:00;25.07.2019 20:00;Jul;0,05;0;0;NA
25.07.2019 20:00;25.07.2019 21:00;Jul;1,75;1,8;3,6;1
25.07.2019 21:00;25.07.2019 22:00;Jul;3,65;3,6;7,2;1
25.07.2019 22:00;25.07.2019 23:00;Jul;3,65;3,6;0,01;1
25.07.2019 23:00;26.07.2019 00:00;Jul;1,85;1,81;0;1
26.07.2019 00:00;26.07.2019 01:00;Jul;0,1;0;0;NA
26.07.2019 01:00;26.07.2019 02:00;Jul;0,05;0;0;NA
26.07.2019 02:00;26.07.2019 03:00;Jul;0,05;0;0;NA
26.07.2019 03:00;26.07.2019 04:00;Jul;0,05;0;0;NA
26.07.2019 04:00;26.07.2019 05:00;Jul;0,05;0;0;NA
26.07.2019 05:00;26.07.2019 06:00;Jul;0,05;0;0;NA
26.07.2019 06:00;26.07.2019 07:00;Jul;0,05;0;0;NA
26.07.2019 07:00;26.07.2019 08:00;Jul;0,05;0;0;NA
26.07.2019 08:00;26.07.2019 09:00;Jul;0,05;0;0;NA
26.07.2019 09:00;26.07.2019 10:00;Jul;0;NA;NA;NA
26.07.2019 10:00;26.07.2019 11:00;Jul;3;3;6;1
26.07.2019 11:00;26.07.2019 12:00;Jul;3,7;3,6;3,96;1
26.07.2019 12:00;26.07.2019 13:00;Jul;3,5;3,36;0;1
26.07.2019 13:00;26.07.2019 14:00;Jul;0,05;NA;NA;NA
26.07.2019 14:00;26.07.2019 15:00;Jul;1,05;0,99;0,99;1
26.07.2019 15:00;26.07.2019 16:00;Jul;0,05;NA;NA;NA
26.07.2019 16:00;26.07.2019 17:00;Jul;1,15;1,26;2,52;2
26.07.2019 17:00;26.07.2019 18:00;Jul;9,4;7,2;14,4;2
26.07.2019 18:00;26.07.2019 19:00;Jul;8,6;7,2;7,63;2
26.07.2019 19:00;26.07.2019 20:00;Jul;7,45;6,43;7,96;3
26.07.2019 20:00;26.07.2019 21:00;Jul;4,7;3,6;0;1
26.07.2019 21:00;26.07.2019 22:00;Jul;1,3;3,6;0;1
26.07.2019 22:00;26.07.2019 23:00;Jul;0,05;3,22;0;1
26.07.2019 23:00;27.07.2019 00:00;Jul;0,05;NA;NA;NA
27.07.2019 00:00;27.07.2019 01:00;Jul;0,05;NA;NA;NA
27.07.2019 01:00;27.07.2019 02:00;Jul;0,05;NA;NA;NA
27.07.2019 02:00;27.07.2019 03:00;Jul;0;NA;NA;NA
27.07.2019 03:00;27.07.2019 04:00;Jul;0,05;NA;NA;NA
27.07.2019 04:00;27.07.2019 05:00;Jul;2,6;2,51;2,51;1
27.07.2019 05:00;27.07.2019 06:00;Jul;0,05;NA;NA;NA
27.07.2019 06:00;27.07.2019 07:00;Jul;0,05;NA;NA;NA
27.07.2019 07:00;27.07.2019 08:00;Jul;0,05;NA;NA;NA
27.07.2019 08:00;27.07.2019 09:00;Jul;0,05;NA;NA;NA
27.07.2019 09:00;27.07.2019 10:00;Jul;0;NA;NA;NA
27.07.2019 10:00;27.07.2019 11:00;Jul;0,05;NA;NA;NA
27.07.2019 11:00;27.07.2019 12:00;Jul;0,05;NA;NA;NA
27.07.2019 12:00;27.07.2019 13:00;Jul;3;3;3,81;1
27.07.2019 13:00;27.07.2019 14:00;Jul;0,9;0,81;0;1
27.07.2019 14:00;27.07.2019 15:00;Jul;0,05;NA;NA;NA
27.07.2019 15:00;27.07.2019 16:00;Jul;0,45;0,42;0,84;1
27.07.2019 16:00;27.07.2019 17:00;Jul;3,7;3,6;7,2;1
27.07.2019 17:00;27.07.2019 18:00;Jul;5,8;5,76;11,52;2
27.07.2019 18:00;27.07.2019 19:00;Jul;7,35;7,2;11,83;2
27.07.2019 19:00;27.07.2019 20:00;Jul;7,3;7,2;4,12;2
27.07.2019 20:00;27.07.2019 21:00;Jul;7,35;7,2;0;2
27.07.2019 21:00;27.07.2019 22:00;Jul;3,85;4,13;0;2
27.07.2019 22:00;27.07.2019 23:00;Jul;0,25;0;0;NA
27.07.2019 23:00;28.07.2019 00:00;Jul;0,05;0;0;NA
28.07.2019 00:00;28.07.2019 01:00;Jul;0,05;NA;NA;NA
28.07.2019 01:00;28.07.2019 02:00;Jul;0;NA;NA;NA
28.07.2019 02:00;28.07.2019 03:00;Jul;0,05;NA;NA;NA
28.07.2019 03:00;28.07.2019 04:00;Jul;0,05;NA;NA;NA
28.07.2019 04:00;28.07.2019 05:00;Jul;0,05;NA;NA;NA
28.07.2019 05:00;28.07.2019 06:00;Jul;0,05;NA;NA;NA
28.07.2019 06:00;28.07.2019 07:00;Jul;0,05;NA;NA;NA
28.07.2019 07:00;28.07.2019 08:00;Jul;0,05;NA;NA;NA
28.07.2019 08:00;28.07.2019 09:00;Jul;0,75;0,78;1,56;1
28.07.2019 09:00;28.07.2019 10:00;Jul;3,65;3,6;7,2;1
28.07.2019 10:00;28.07.2019 11:00;Jul;3,65;3,6;6,92;1
28.07.2019 11:00;28.07.2019 12:00;Jul;3,65;3,6;0;1
28.07.2019 12:00;28.07.2019 13:00;Jul;3,6;3,6;0;1
28.07.2019 13:00;28.07.2019 14:00;Jul;0,7;0,5;0;1
28.07.2019 14:00;28.07.2019 15:00;Jul;0,05;0;0;NA
28.07.2019 15:00;28.07.2019 16:00;Jul;0,05;NA;NA;NA
28.07.2019 16:00;28.07.2019 17:00;Jul;0,05;NA;NA;NA
28.07.2019 17:00;28.07.2019 18:00;Jul;0,05;NA;NA;NA
28.07.2019 18:00;28.07.2019 19:00;Jul;0,05;NA;NA;NA
28.07.2019 19:00;28.07.2019 20:00;Jul;1,65;1,68;3,36;1
28.07.2019 20:00;28.07.2019 21:00;Jul;3,7;3,6;7,2;1
28.07.2019 21:00;28.07.2019 22:00;Jul;3,65;3,6;2,59;1
28.07.2019 22:00;28.07.2019 23:00;Jul;6,25;6,42;5,64;2
28.07.2019 23:00;29.07.2019 00:00;Jul;4,05;4,27;7,2;2
29.07.2019 00:00;29.07.2019 01:00;Jul;3,6;3,6;5,86;1
29.07.2019 01:00;29.07.2019 02:00;Jul;3,65;3,6;0;1
29.07.2019 02:00;29.07.2019 03:00;Jul;3,65;3,6;0;1
29.07.2019 03:00;29.07.2019 04:00;Jul;1,55;1,48;0;1
29.07.2019 04:00;29.07.2019 05:00;Jul;0,1;0;0;NA
29.07.2019 05:00;29.07.2019 06:00;Jul;0,05;0;0;NA
29.07.2019 06:00;29.07.2019 07:00;Jul;0,45;0;0;NA
29.07.2019 07:00;29.07.2019 08:00;Jul;0,05;0;0;NA
29.07.2019 08:00;29.07.2019 09:00;Jul;5,55;3,24;6,48;1
29.07.2019 09:00;29.07.2019 10:00;Jul;6,15;3,6;7,2;1
29.07.2019 10:00;29.07.2019 11:00;Jul;4,8;3,6;7,2;1
29.07.2019 11:00;29.07.2019 12:00;Jul;4,35;3,6;1,67;1
29.07.2019 12:00;29.07.2019 13:00;Jul;1,75;3,6;0;1
29.07.2019 13:00;29.07.2019 14:00;Jul;0,05;3,6;0;1
29.07.2019 14:00;29.07.2019 15:00;Jul;5,75;4,55;6,48;2
29.07.2019 15:00;29.07.2019 16:00;Jul;7,1;5,28;10,56;2
29.07.2019 16:00;29.07.2019 17:00;Jul;9,1;7,2;12,17;2
29.07.2019 17:00;29.07.2019 18:00;Jul;8,1;6,65;4,19;2
29.07.2019 18:00;29.07.2019 19:00;Jul;3,55;3,6;0;1
29.07.2019 19:00;29.07.2019 20:00;Jul;0,05;3,6;0;1
29.07.2019 20:00;29.07.2019 21:00;Jul;0,05;3,6;0;1
29.07.2019 21:00;29.07.2019 22:00;Jul;0,9;1,13;1,8;2
29.07.2019 22:00;29.07.2019 23:00;Jul;1,95;1,89;0,99;1
29.07.2019 23:00;30.07.2019 00:00;Jul;4,45;2,34;4,68;1
30.07.2019 00:00;30.07.2019 01:00;Jul;6,6;3,6;7,2;1
30.07.2019 01:00;30.07.2019 02:00;Jul;5,35;3,6;4,18;1
30.07.2019 02:00;30.07.2019 03:00;Jul;0,05;3,6;0;1
30.07.2019 03:00;30.07.2019 04:00;Jul;0,05;2,92;0;1
30.07.2019 04:00;30.07.2019 05:00;Jul;0,05;0;0;NA
30.07.2019 05:00;30.07.2019 06:00;Jul;0,05;0;0;NA
30.07.2019 06:00;30.07.2019 07:00;Jul;0,05;0;0;NA
30.07.2019 07:00;30.07.2019 08:00;Jul;0,05;0;0;NA
30.07.2019 08:00;30.07.2019 09:00;Jul;0,05;0;0;NA
30.07.2019 09:00;30.07.2019 10:00;Jul;0,05;0;0;NA
30.07.2019 10:00;30.07.2019 11:00;Jul;0,05;0;0;NA
30.07.2019 11:00;30.07.2019 12:00;Jul;0,05;0;0;NA
30.07.2019 12:00;30.07.2019 13:00;Jul;0;0;0;NA
30.07.2019 13:00;30.07.2019 14:00;Jul;0,05;0;0;NA
30.07.2019 14:00;30.07.2019 15:00;Jul;0,05;0;0;NA
30.07.2019 15:00;30.07.2019 16:00;Jul;1,1;1,08;2,16;1
30.07.2019 16:00;30.07.2019 17:00;Jul;3,6;3,6;5,27;1
30.07.2019 17:00;30.07.2019 18:00;Jul;3,7;3,8;1,05;2
30.07.2019 18:00;30.07.2019 19:00;Jul;0,3;0;0;NA
30.07.2019 19:00;30.07.2019 20:00;Jul;3,25;3,36;6,26;2
30.07.2019 20:00;30.07.2019 21:00;Jul;8,05;7,94;7,83;3
30.07.2019 21:00;30.07.2019 22:00;Jul;2,9;2,79;0;2
30.07.2019 22:00;30.07.2019 23:00;Jul;2,9;1,68;3,36;1
30.07.2019 23:00;31.07.2019 00:00;Jul;6,25;3,6;7,2;1
31.07.2019 00:00;31.07.2019 01:00;Jul;3,65;3,6;2,13;1
31.07.2019 01:00;31.07.2019 02:00;Jul;0,05;3,6;0;1
31.07.2019 02:00;31.07.2019 03:00;Jul;0,05;0,21;0;1
31.07.2019 03:00;31.07.2019 04:00;Jul;0,05;0;0;NA
31.07.2019 04:00;31.07.2019 05:00;Jul;0,05;0;0;NA
31.07.2019 05:00;31.07.2019 06:00;Jul;0,05;0;0;NA
31.07.2019 06:00;31.07.2019 07:00;Jul;0;0;0;NA
31.07.2019 07:00;31.07.2019 08:00;Jul;0,05;0;0;NA
31.07.2019 08:00;31.07.2019 09:00;Jul;0,05;0;0;NA
31.07.2019 09:00;31.07.2019 10:00;Jul;0,05;0;0;NA
31.07.2019 10:00;31.07.2019 11:00;Jul;0,05;0;0;NA
31.07.2019 11:00;31.07.2019 12:00;Jul;0,05;0;0;NA
31.07.2019 12:00;31.07.2019 13:00;Jul;0,05;0;0;NA
31.07.2019 13:00;31.07.2019 14:00;Jul;0,05;0;0;NA
31.07.2019 14:00;31.07.2019 15:00;Jul;0,7;0,72;1,44;1
31.07.2019 15:00;31.07.2019 16:00;Jul;3,6;3,6;6,28;1
31.07.2019 16:00;31.07.2019 17:00;Jul;3,2;3,4;0;1
31.07.2019 17:00;31.07.2019 18:00;Jul;0,4;0;0;NA
31.07.2019 18:00;31.07.2019 19:00;Jul;0,05;0;0;NA
31.07.2019 19:00;31.07.2019 20:00;Jul;3,4;1,98;3,96;2
31.07.2019 20:00;31.07.2019 21:00;Jul;17,05;10,5;21;3
31.07.2019 21:00;31.07.2019 22:00;Jul;16,55;10,8;16,5;3
31.07.2019 22:00;31.07.2019 23:00;Jul;9,95;9,66;7,2;3
31.07.2019 23:00;01.08.2019 00:00;Jul;7;7,2;7,2;2
01.08.2019 00:00;01.08.2019 01:00;Aug;6,8;5,22;7,2;2
01.08.2019 01:00;01.08.2019 02:00;Aug;8,8;5,58;11,16;2
01.08.2019 02:00;01.08.2019 03:00;Aug;10,5;7,2;9,78;2
01.08.2019 03:00;01.08.2019 04:00;Aug;8;4,56;7,2;2
01.08.2019 04:00;01.08.2019 05:00;Aug;7;3,6;5,91;1
01.08.2019 05:00;01.08.2019 06:00;Aug;2,75;3,6;0;1
01.08.2019 06:00;01.08.2019 07:00;Aug;0;3,6;0;1
01.08.2019 07:00;01.08.2019 08:00;Aug;0,05;3,6;0;1
01.08.2019 08:00;01.08.2019 09:00;Aug;0,05;3,6;0;1
01.08.2019 09:00;01.08.2019 10:00;Aug;0,05;3,6;0;1
01.08.2019 10:00;01.08.2019 11:00;Aug;0,05;3,6;0;1
01.08.2019 11:00;01.08.2019 12:00;Aug;0,05;3,6;0;1
01.08.2019 12:00;01.08.2019 13:00;Aug;0,05;3,6;0;1
01.08.2019 13:00;01.08.2019 14:00;Aug;0,05;2,01;0;1
01.08.2019 14:00;01.08.2019 15:00;Aug;4,45;2,28;4,56;1
01.08.2019 15:00;01.08.2019 16:00;Aug;1,3;3,45;1,65;2
01.08.2019 16:00;01.08.2019 17:00;Aug;7,95;5,41;8,05;2
01.08.2019 17:00;01.08.2019 18:00;Aug;6,5;3,6;7,2;1
01.08.2019 18:00;01.08.2019 19:00;Aug;10,65;7,08;14,16;2
01.08.2019 19:00;01.08.2019 20:00;Aug;6;7,2;9,09;2
01.08.2019 20:00;01.08.2019 21:00;Aug;6,3;5,67;7,8;3
01.08.2019 21:00;01.08.2019 22:00;Aug;9,35;7,2;8,77;2
01.08.2019 22:00;01.08.2019 23:00;Aug;4,4;7,2;1,19;2
01.08.2019 23:00;02.08.2019 00:00;Aug;1,5;5,09;0;2
02.08.2019 00:00;02.08.2019 01:00;Aug;0,8;4,32;1,44;2
02.08.2019 01:00;02.08.2019 02:00;Aug;3,7;7,2;7,2;2
02.08.2019 02:00;02.08.2019 03:00;Aug;3,65;4,69;2,63;2
02.08.2019 03:00;02.08.2019 04:00;Aug;3,15;3,35;0;1
02.08.2019 04:00;02.08.2019 05:00;Aug;0,35;0;0;NA
02.08.2019 05:00;02.08.2019 06:00;Aug;0,05;0;0;NA
02.08.2019 06:00;02.08.2019 07:00;Aug;0,05;0;0;NA
02.08.2019 07:00;02.08.2019 08:00;Aug;0,05;0;0;NA
02.08.2019 08:00;02.08.2019 09:00;Aug;0,3;0;0;NA
02.08.2019 09:00;02.08.2019 10:00;Aug;0;0;0;NA
02.08.2019 10:00;02.08.2019 11:00;Aug;0,05;0;0;NA
02.08.2019 11:00;02.08.2019 12:00;Aug;0,05;0;0;NA
02.08.2019 12:00;02.08.2019 13:00;Aug;0,05;0;0;NA
02.08.2019 13:00;02.08.2019 14:00;Aug;0,05;0;0;NA
02.08.2019 14:00;02.08.2019 15:00;Aug;0,25;0;0;NA
02.08.2019 15:00;02.08.2019 16:00;Aug;2,5;2,46;4,92;1
02.08.2019 16:00;02.08.2019 17:00;Aug;3,5;3,6;1,65;1
02.08.2019 17:00;02.08.2019 18:00;Aug;0,7;0,51;0;1
02.08.2019 18:00;02.08.2019 19:00;Aug;0,05;0;0;NA
02.08.2019 19:00;02.08.2019 20:00;Aug;1,7;1,2;2,4;2
02.08.2019 20:00;02.08.2019 21:00;Aug;9,9;6,35;9,41;2
02.08.2019 21:00;02.08.2019 22:00;Aug;7,15;3,6;7,2;1
02.08.2019 22:00;02.08.2019 23:00;Aug;8,4;5,28;10,56;2
02.08.2019 23:00;03.08.2019 00:00;Aug;9,9;7,2;14,4;2
03.08.2019 00:00;03.08.2019 01:00;Aug;9,9;7,2;14,4;2
03.08.2019 01:00;03.08.2019 02:00;Aug;9,95;7,2;9,07;2
03.08.2019 02:00;03.08.2019 03:00;Aug;8,65;7,2;7,2;2
03.08.2019 03:00;03.08.2019 04:00;Aug;6,9;7,15;7,2;2
03.08.2019 04:00;03.08.2019 05:00;Aug;6,95;3,6;0,46;1
03.08.2019 05:00;03.08.2019 06:00;Aug;3,8;3,6;0;1
03.08.2019 06:00;03.08.2019 07:00;Aug;0,05;3,6;0;1
