session_ID;Garage_ID;User_ID;User_type;Shared_ID;Start_plugin;Start_plugin_hour;End_plugout;End_plugout_hour;El_kWh;Duration_hours;month_plugin;weekdays_plugin;Plugin_category;Duration_category
3313;AdA6;AdA6-1;Private;NA;29.10.2019 22:34;22;30.10.2019 07:56;7;8,74;9,369166667;Oct;Tuesday;late evening (21-midnight);Between 9 and 12 hours
3314;Bl2;Share-8;Shared;Shared-6;29.10.2019 22:51;22;30.10.2019 10:52;10;25,11;12,01;Oct;Tuesday;late evening (21-midnight);Between 12 and 15 hours
3315;Bl2;Bl2-5;Private;NA;29.10.2019 22:52;22;30.10.2019 07:49;7;11,11;8,951388889;Oct;Tuesday;late evening (21-midnight);Between 6 and 9  hours
3316;Bl2;Bl2-8;Private;NA;29.10.2019 23:45;23;30.10.2019 06:46;6;6,93;7,019166667;Oct;Tuesday;late evening (21-midnight);Between 6 and 9  hours
3317;AdO3;AdO3-3;Private;NA;30.10.2019 08:16;8;30.10.2019 09:29;9;2,67;1,223888889;Oct;Wednesday;early morning (6-9);Less than 3 hours
3318;SR2;SR2-2;Private;NA;30.10.2019 10:47;10;30.10.2019 15:48;15;6,03;5,0075;Oct;Wednesday;late morning (9-12);Between 3 and 6 hours
3319;AdO1;AdO1-1;Private;NA;30.10.2019 15:27;15;30.10.2019 17:59;17;9,25;2,543055556;Oct;Wednesday;late afternoon (15-18);Less than 3 hours
3320;AdO3;AdO3-3;Private;NA;30.10.2019 15:27;15;31.10.2019 07:33;7;22,94;16,09777778;Oct;Wednesday;late afternoon (15-18);Between 15 and 18 hours
3321;Bl2;Share-29;Shared;Shared-6;30.10.2019 15:33;15;30.10.2019 18:38;18;10,39;3,0825;Oct;Wednesday;late afternoon (15-18);Between 3 and 6 hours
3322;UT15;UT15-1;Private;NA;30.10.2019 15:54;15;31.10.2019 11:27;11;7,73;19,5625;Oct;Wednesday;late afternoon (15-18);More than 18 hours
3323;Bl2;Bl2-5;Private;NA;30.10.2019 15:59;15;30.10.2019 16:46;16;2,76;0,778888889;Oct;Wednesday;late afternoon (15-18);Less than 3 hours
3324;AsO10;AsO10-1;Private;NA;30.10.2019 16:26;16;30.10.2019 17:47;17;4,61;1,348888889;Oct;Wednesday;late afternoon (15-18);Less than 3 hours
3325;Bl2;Bl2-8;Private;NA;30.10.2019 16:37;16;31.10.2019 07:42;7;16,88;15,08277778;Oct;Wednesday;late afternoon (15-18);Between 15 and 18 hours
3326;NR1;NR1-2;Private;NA;30.10.2019 16:55;16;31.10.2019 06:47;6;7,83;13,8775;Oct;Wednesday;late afternoon (15-18);Between 12 and 15 hours
3327;MS1;MS1-2;Private;NA;30.10.2019 17:01;17;30.10.2019 20:02;20;8,34;3,009444444;Oct;Wednesday;late afternoon (15-18);Between 3 and 6 hours
3328;MS22;AsO4-2;Private;NA;30.10.2019 17:22;17;31.10.2019 06:57;6;2,02;13,57388889;Oct;Wednesday;late afternoon (15-18);Between 12 and 15 hours
3329;Bl2;Bl2-5;Private;NA;30.10.2019 17:38;17;30.10.2019 19:15;19;5,75;1,615555556;Oct;Wednesday;late afternoon (15-18);Less than 3 hours
3330;AdO1;AdO1-2;Private;NA;30.10.2019 18:08;18;30.10.2019 20:51;20;5,13;2,726111111;Oct;Wednesday;early evening (18-21);Less than 3 hours
3331;MS1;MS1-1;Private;NA;30.10.2019 18:49;18;31.10.2019 17:24;17;0,02;22,5825;Oct;Wednesday;early evening (18-21);More than 18 hours
3332;AsO10;AsO10-5;Private;NA;30.10.2019 18:50;18;30.10.2019 19:35;19;5,54;0,756388889;Oct;Wednesday;early evening (18-21);Less than 3 hours
3333;Bl2;Bl2-3;Private;NA;30.10.2019 19:28;19;31.10.2019 07:55;7;24,45;12,43694444;Oct;Wednesday;early evening (18-21);Between 12 and 15 hours
3334;UT9;Share-36;Shared;Shared-12;30.10.2019 19:29;19;30.10.2019 22:51;22;6,47;3,374166667;Oct;Wednesday;early evening (18-21);Between 3 and 6 hours
3335;AsO2;AsO2-1;Private;NA;30.10.2019 19:32;19;31.10.2019 08:05;8;13,11;12,55611111;Oct;Wednesday;early evening (18-21);Between 12 and 15 hours
3336;AdA6;AdA6-1;Private;NA;30.10.2019 19:36;19;31.10.2019 07:48;7;2,54;12,19222222;Oct;Wednesday;early evening (18-21);Between 12 and 15 hours
3337;AsO4;AsO4-1;Private;NA;30.10.2019 19:42;19;01.11.2019 09:47;9;7,47;38,08333333;Oct;Wednesday;early evening (18-21);More than 18 hours
3338;Bl2;Share-25;Shared;Shared-7;30.10.2019 19:55;19;31.10.2019 06:34;6;36,83;10,65833333;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3339;Bl2;Bl2-7;Private;NA;30.10.2019 19:58;19;31.10.2019 07:43;7;5,68;11,74777778;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3340;Bl2;Bl2-5;Private;NA;30.10.2019 19:59;19;30.10.2019 21:22;21;4,62;1,373888889;Oct;Wednesday;early evening (18-21);Less than 3 hours
3341;MS1;MS1-2;Private;NA;30.10.2019 20:07;20;31.10.2019 07:21;7;0,25;11,24555556;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3342;NR1;NR1-3;Private;NA;30.10.2019 20:37;20;31.10.2019 07:09;7;29,7;10,53527778;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3343;Bl2;Bl2-6;Private;NA;30.10.2019 20:37;20;01.11.2019 10:28;10;13,88;37,85277778;Oct;Wednesday;early evening (18-21);More than 18 hours
3344;AsO10;AsO10-5;Private;NA;30.10.2019 20:42;20;31.10.2019 06:47;6;60,97;10,09166667;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3345;UT7;UT7-3;Private;NA;30.10.2019 20:47;20;31.10.2019 08:16;8;11,35;11,48944444;Oct;Wednesday;early evening (18-21);Between 9 and 12 hours
3346;Bl2;Bl2-5;Private;NA;30.10.2019 21:56;21;31.10.2019 07:38;7;4,39;9,709722222;Oct;Wednesday;late evening (21-midnight);Between 9 and 12 hours
3347;Bl2;Bl2-1;Private;NA;30.10.2019 22:07;22;31.10.2019 07:54;7;17,39;9,791111111;Oct;Wednesday;late evening (21-midnight);Between 9 and 12 hours
3348;UT15;UT15-2;Private;NA;30.10.2019 22:16;22;31.10.2019 08:06;8;10,14;9,828333333;Oct;Wednesday;late evening (21-midnight);Between 9 and 12 hours
3349;AsO8;AsO8-3;Private;NA;30.10.2019 22:22;22;31.10.2019 09:09;9;26,41;10,77527778;Oct;Wednesday;late evening (21-midnight);Between 9 and 12 hours
3350;AdO1;AdO1-3;Private;NA;30.10.2019 23:04;23;31.10.2019 09:54;9;49,4;10,84194444;Oct;Wednesday;late evening (21-midnight);Between 9 and 12 hours
3351;UT7;UT7-5;Private;NA;30.10.2019 23:40;23;31.10.2019 08:37;8;9,65;8,938055556;Oct;Wednesday;late evening (21-midnight);Between 6 and 9  hours
3352;Bl2;Share-30;Shared;Shared-7;31.10.2019 12:57;12;31.10.2019 17:09;17;29,52;4,198333333;Oct;Thursday;early afternoon (12-15);Between 3 and 6 hours
3353;AsO2;Share-20;Shared;Shared-5;31.10.2019 13:08;13;31.10.2019 18:39;18;15,45;5,515555556;Oct;Thursday;early afternoon (12-15);Between 3 and 6 hours
3354;SR2;SR2-2;Private;NA;31.10.2019 14:10;14;01.11.2019 10:07;10;7,15;19,95583333;Oct;Thursday;early afternoon (12-15);More than 18 hours
3355;UT15;UT15-1;Private;NA;31.10.2019 15:12;15;31.10.2019 19:57;19;7,87;4,755277778;Oct;Thursday;late afternoon (15-18);Between 3 and 6 hours
3356;Bl2;Bl2-7;Private;NA;31.10.2019 15:30;15;01.11.2019 08:31;8;5,96;17,01638889;Oct;Thursday;late afternoon (15-18);Between 15 and 18 hours
3357;UT15;UT15-2;Private;NA;31.10.2019 15:46;15;01.11.2019 07:42;7;6,65;15,92611111;Oct;Thursday;late afternoon (15-18);Between 15 and 18 hours
3358;AdA6;AdA6-1;Private;NA;31.10.2019 15:54;15;31.10.2019 18:53;18;6,14;2,992777778;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3359;UT7;UT7-2;Private;NA;31.10.2019 16:00;16;31.10.2019 17:35;17;4,25;1,586111111;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3360;MS1;MS1-2;Private;NA;31.10.2019 16:01;16;31.10.2019 16:29;16;1,68;0,463055556;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3361;UT7;UT7-5;Private;NA;31.10.2019 16:04;16;31.10.2019 17:49;17;6,32;1,745;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3362;Bl2;Bl2-5;Private;NA;31.10.2019 16:13;16;31.10.2019 16:34;16;1,27;0,363611111;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3363;SR2;SR2-1;Private;NA;31.10.2019 16:17;16;02.11.2019 08:28;8;11,66;40,19111111;Oct;Thursday;late afternoon (15-18);More than 18 hours
3364;MS22;AsO4-2;Private;NA;31.10.2019 16:37;16;01.11.2019 06:33;6;8,7;13,92361111;Oct;Thursday;late afternoon (15-18);Between 12 and 15 hours
3365;Bl2;Bl2-5;Private;NA;31.10.2019 16:54;16;31.10.2019 18:48;18;4,64;1,9025;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3366;Bl2;Bl2-8;Private;NA;31.10.2019 17:02;17;31.10.2019 19:47;19;17,02;2,757777778;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3367;UT7;UT7-3;Private;NA;31.10.2019 17:08;17;31.10.2019 19:49;19;3,42;2,685;Oct;Thursday;late afternoon (15-18);Less than 3 hours
3368;MS1;MS1-2;Private;NA;31.10.2019 18:25;18;31.10.2019 19:10;19;2,7;0,747777778;Oct;Thursday;early evening (18-21);Less than 3 hours
3369;MS1;MS1-1;Private;NA;31.10.2019 18:52;18;01.11.2019 08:58;8;6,11;14,09527778;Oct;Thursday;early evening (18-21);Between 12 and 15 hours
3370;NR1;NR1-1;Private;NA;31.10.2019 18:53;18;01.11.2019 08:13;8;7,98;13,32472222;Oct;Thursday;early evening (18-21);Between 12 and 15 hours
3371;Bl2;Share-28;Shared;Shared-6;31.10.2019 19:05;19;01.11.2019 06:31;6;21,36;11,42472222;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3372;NR1;NR1-2;Private;NA;31.10.2019 19:09;19;01.11.2019 06:41;6;3,62;11,53916667;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3373;MS1;MS1-2;Private;NA;31.10.2019 19:28;19;01.11.2019 07:42;7;15,87;12,23222222;Oct;Thursday;early evening (18-21);Between 12 and 15 hours
3374;Bl2;Bl2-5;Private;NA;31.10.2019 20:09;20;01.11.2019 07:16;7;5,21;11,11444444;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3375;AdA6;AdA6-1;Private;NA;31.10.2019 20:12;20;01.11.2019 07:45;7;1,24;11,5475;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3376;UT1;UT1-1;Private;NA;31.10.2019 20:14;20;31.10.2019 21:29;21;4,68;1,246388889;Oct;Thursday;early evening (18-21);Less than 3 hours
3377;AdA1;AdA1-1;Private;NA;31.10.2019 20:15;20;02.11.2019 11:24;11;5,72;39,14972222;Oct;Thursday;early evening (18-21);More than 18 hours
3378;UT7;UT7-2;Private;NA;31.10.2019 20:16;20;01.11.2019 07:19;7;6,45;11,04111111;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3379;AsO2;AsO2-1;Private;NA;31.10.2019 20:26;20;01.11.2019 06:57;6;14,71;10,51194444;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3380;Bl2;Bl2-1;Private;NA;31.10.2019 20:29;20;31.10.2019 21:19;21;2,93;0,833888889;Oct;Thursday;early evening (18-21);Less than 3 hours
3381;Bl2;Bl2-3;Private;NA;31.10.2019 20:49;20;01.11.2019 08:04;8;39,86;11,24861111;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3382;SR2;SR2-3;Private;NA;31.10.2019 20:51;20;01.11.2019 07:50;7;27,81;10,99111111;Oct;Thursday;early evening (18-21);Between 9 and 12 hours
3383;UT7;UT7-3;Private;NA;31.10.2019 21:46;21;31.10.2019 23:23;23;5,64;1,610555556;Oct;Thursday;late evening (21-midnight);Less than 3 hours
3384;AsO10;AsO10-1;Private;NA;31.10.2019 22:07;22;01.11.2019 10:09;10;14,11;12,035;Oct;Thursday;late evening (21-midnight);Between 12 and 15 hours
3385;Bl2;Bl2-2;Private;NA;31.10.2019 22:17;22;01.11.2019 07:59;7;21,1;9,700833333;Oct;Thursday;late evening (21-midnight);Between 9 and 12 hours
3386;UT7;UT7-5;Private;NA;31.10.2019 22:22;22;01.11.2019 08:00;8;9,49;9,629166667;Oct;Thursday;late evening (21-midnight);Between 9 and 12 hours
3387;UT15;UT15-1;Private;NA;31.10.2019 22:44;22;01.11.2019 13:14;13;4,95;14,48888889;Oct;Thursday;late evening (21-midnight);Between 12 and 15 hours
3388;Bl2;Share-3;Shared;Shared-7;01.11.2019 00:01;0;01.11.2019 07:48;7;33,41;7,78;Nov;Friday;early night (midnight-3);Between 6 and 9  hours
3389;UT1;UT1-1;Private;NA;01.11.2019 01:32;1;01.11.2019 17:22;17;10,04;15,83416667;Nov;Friday;early night (midnight-3);Between 15 and 18 hours
3390;AdO1;AdO1-1;Private;NA;01.11.2019 06:47;6;01.11.2019 14:54;14;20,92;8,111388889;Nov;Friday;early morning (6-9);Between 6 and 9  hours
3391;Bl2;Share-30;Shared;Shared-6;01.11.2019 08:06;8;01.11.2019 11:39;11;25,14;3,541944444;Nov;Friday;early morning (6-9);Between 3 and 6 hours
3392;Bl2;Bl2-1;Private;NA;01.11.2019 12:10;12;01.11.2019 14:28;14;8,19;2,300555556;Nov;Friday;early afternoon (12-15);Less than 3 hours
3393;AsO2;Share-22;Shared;Shared-4;01.11.2019 12:56;12;01.11.2019 15:45;15;14,84;2,811111111;Nov;Friday;early afternoon (12-15);Less than 3 hours
3394;Bl2;Share-29;Shared;Shared-6;01.11.2019 14:18;14;01.11.2019 17:30;17;10,27;3,207222222;Nov;Friday;early afternoon (12-15);Between 3 and 6 hours
3395;UT7;UT7-5;Private;NA;01.11.2019 14:47;14;01.11.2019 17:29;17;8,35;2,697777778;Nov;Friday;early afternoon (12-15);Less than 3 hours
3396;UT15;UT15-2;Private;NA;01.11.2019 14:59;14;01.11.2019 15:46;15;2,89;0,778333333;Nov;Friday;early afternoon (12-15);Less than 3 hours
3397;NR1;NR1-1;Private;NA;01.11.2019 15:08;15;01.11.2019 18:28;18;6,69;3,321944444;Nov;Friday;late afternoon (15-18);Between 3 and 6 hours
3398;UT15;UT15-1;Private;NA;01.11.2019 15:32;15;03.11.2019 13:10;13;4,92;45,6325;Nov;Friday;late afternoon (15-18);More than 18 hours
3399;Bl2;Bl2-5;Private;NA;01.11.2019 15:40;15;01.11.2019 19:07;19;3,73;3,442777778;Nov;Friday;late afternoon (15-18);Between 3 and 6 hours
3400;NR1;NR1-2;Private;NA;01.11.2019 15:57;15;02.11.2019 09:13;9;3,78;17,265;Nov;Friday;late afternoon (15-18);Between 15 and 18 hours
3401;AsO2;AsO6-1;Shared;Shared-5;01.11.2019 15:57;15;02.11.2019 09:40;9;61,37;17,71583333;Nov;Friday;late afternoon (15-18);Between 15 and 18 hours
3402;UT7;UT7-2;Private;NA;01.11.2019 15:58;15;02.11.2019 12:27;12;5,68;20,47777778;Nov;Friday;late afternoon (15-18);More than 18 hours
3403;AdA6;AdA6-1;Private;NA;01.11.2019 16:05;16;02.11.2019 12:53;12;2,44;20,79722222;Nov;Friday;late afternoon (15-18);More than 18 hours
3404;UT9;Share-12;Shared;Shared-12;01.11.2019 16:12;16;01.11.2019 19:52;19;21,62;3,673333333;Nov;Friday;late afternoon (15-18);Between 3 and 6 hours
3405;MS1;MS1-1;Private;NA;01.11.2019 16:21;16;02.11.2019 11:52;11;0,69;19,52138889;Nov;Friday;late afternoon (15-18);More than 18 hours
3406;AdO1;AdO1-2;Private;NA;01.11.2019 16:24;16;01.11.2019 16:38;16;0,7;0,236111111;Nov;Friday;late afternoon (15-18);Less than 3 hours
3407;MS22;AsO4-2;Private;NA;01.11.2019 16:33;16;01.11.2019 16:50;16;0,85;0,283888889;Nov;Friday;late afternoon (15-18);Less than 3 hours
3408;AdO3;AdO3-4;Private;NA;01.11.2019 16:38;16;02.11.2019 07:26;7;30,08;14,78888889;Nov;Friday;late afternoon (15-18);Between 12 and 15 hours
3409;AdO1;AdO1-2;Private;NA;01.11.2019 16:44;16;01.11.2019 22:59;22;8,45;6,236944444;Nov;Friday;late afternoon (15-18);Between 6 and 9  hours
3410;MS22;MS22-1;Private;NA;01.11.2019 17:21;17;02.11.2019 10:27;10;49,94;17,08777778;Nov;Friday;late afternoon (15-18);Between 15 and 18 hours
3411;UT15;UT15-2;Private;NA;01.11.2019 17:50;17;02.11.2019 10:24;10;17,02;16,55777778;Nov;Friday;late afternoon (15-18);Between 15 and 18 hours
3412;UT7;UT7-3;Private;NA;01.11.2019 18:00;18;03.11.2019 18:02;18;12,01;48,04472222;Nov;Friday;early evening (18-21);More than 18 hours
3413;UT1;UT1-2;Private;NA;01.11.2019 18:09;18;02.11.2019 11:17;11;29,26;17,14138889;Nov;Friday;early evening (18-21);Between 15 and 18 hours
3414;UT7;UT7-5;Private;NA;01.11.2019 18:25;18;01.11.2019 20:57;20;8,83;2,534166667;Nov;Friday;early evening (18-21);Less than 3 hours
3415;MS22;AsO4-2;Private;NA;01.11.2019 18:35;18;02.11.2019 10:39;10;5,82;16,05722222;Nov;Friday;early evening (18-21);Between 15 and 18 hours
3416;NR1;NR1-1;Private;NA;01.11.2019 19:01;19;02.11.2019 11:51;11;4,72;16,83972222;Nov;Friday;early evening (18-21);Between 15 and 18 hours
3417;SR2;SR2-3;Private;NA;01.11.2019 20:26;20;02.11.2019 09:20;9;9,82;12,89722222;Nov;Friday;early evening (18-21);Between 12 and 15 hours
3418;AsO10;AsO10-1;Private;NA;01.11.2019 21:59;21;02.11.2019 11:21;11;9,93;13,36361111;Nov;Friday;late evening (21-midnight);Between 12 and 15 hours
3419;AdO3;AdO3-2;Private;NA;01.11.2019 22:38;22;02.11.2019 11:49;11;10,58;13,19027778;Nov;Friday;late evening (21-midnight);Between 12 and 15 hours
3420;SR14;SR14-1;Private;NA;01.11.2019 22:58;22;02.11.2019 17:21;17;46,22;18,37444444;Nov;Friday;late evening (21-midnight);More than 18 hours
3421;Bl2;Bl2-8;Private;NA;01.11.2019 23:00;23;02.11.2019 07:11;7;8,77;8,186944444;Nov;Friday;late evening (21-midnight);Between 6 and 9  hours
3422;UT1;UT1-1;Private;NA;01.11.2019 23:25;23;02.11.2019 11:03;11;6,54;11,63611111;Nov;Friday;late evening (21-midnight);Between 9 and 12 hours
3423;Bl2;Bl2-5;Private;NA;02.11.2019 00:01;0;02.11.2019 11:42;11;6,25;11,66833333;Nov;Saturday;early night (midnight-3);Between 9 and 12 hours
3424;Bl2;Share-28;Shared;Shared-6;02.11.2019 10:27;10;02.11.2019 13:02;13;9,41;2,593611111;Nov;Saturday;late morning (9-12);Less than 3 hours
3425;MS22;AsO4-2;Private;NA;02.11.2019 12:43;12;03.11.2019 15:32;15;4,74;26,81638889;Nov;Saturday;early afternoon (12-15);More than 18 hours
3426;SR2;SR2-2;Private;NA;02.11.2019 13:06;13;02.11.2019 18:02;18;7,48;4,925833333;Nov;Saturday;early afternoon (12-15);Between 3 and 6 hours
3427;MS1;MS1-1;Private;NA;02.11.2019 14:13;14;03.11.2019 11:29;11;8,85;21,27777778;Nov;Saturday;early afternoon (12-15);More than 18 hours
3428;Bl2;Share-25;Shared;Shared-7;02.11.2019 14:44;14;03.11.2019 11:32;11;37,32;20,80222222;Nov;Saturday;early afternoon (12-15);More than 18 hours
3429;AdA6;AdA6-1;Private;NA;02.11.2019 14:56;14;02.11.2019 16:49;16;5,64;1,877777778;Nov;Saturday;early afternoon (12-15);Less than 3 hours
3430;AsO8;AsO8-3;Private;NA;02.11.2019 15:21;15;03.11.2019 10:31;10;24,34;19,17611111;Nov;Saturday;late afternoon (15-18);More than 18 hours
3431;Bl2;Bl2-1;Private;NA;02.11.2019 15:33;15;03.11.2019 10:20;10;12,68;18,77972222;Nov;Saturday;late afternoon (15-18);More than 18 hours
3432;NR1;NR1-2;Private;NA;02.11.2019 15:54;15;03.11.2019 12:28;12;7,77;20,57416667;Nov;Saturday;late afternoon (15-18);More than 18 hours
3433;Bl2;Bl2-7;Private;NA;02.11.2019 16:06;16;03.11.2019 12:57;12;9,89;20,83972222;Nov;Saturday;late afternoon (15-18);More than 18 hours
3434;Bl2;Bl2-8;Private;NA;02.11.2019 16:07;16;03.11.2019 07:10;7;6,92;15,05805556;Nov;Saturday;late afternoon (15-18);Between 15 and 18 hours
3435;Bl2;Share-29;Shared;Shared-6;02.11.2019 16:32;16;02.11.2019 19:44;19;11,29;3,200555556;Nov;Saturday;late afternoon (15-18);Between 3 and 6 hours
3436;Bl2;Bl2-5;Private;NA;02.11.2019 17:00;17;02.11.2019 18:02;18;3,65;1,028055556;Nov;Saturday;late afternoon (15-18);Less than 3 hours
3437;Bl2;Bl2-3;Private;NA;02.11.2019 17:03;17;03.11.2019 11:00;11;24,9;17,95055556;Nov;Saturday;late afternoon (15-18);Between 15 and 18 hours
3438;AdA6;AdA6-1;Private;NA;02.11.2019 17:31;17;02.11.2019 19:56;19;2,9;2,408333333;Nov;Saturday;late afternoon (15-18);Less than 3 hours
3439;UT9;Share-36;Shared;Shared-12;02.11.2019 17:46;17;02.11.2019 21:38;21;8,02;3,878055556;Nov;Saturday;late afternoon (15-18);Between 3 and 6 hours
3440;AsO10;AsO10-4;Private;NA;02.11.2019 18:00;18;03.11.2019 13:16;13;24,18;19,25777778;Nov;Saturday;early evening (18-21);More than 18 hours
3441;AdO1;AdO1-2;Private;NA;02.11.2019 18:29;18;02.11.2019 21:41;21;9,05;3,206388889;Nov;Saturday;early evening (18-21);Between 3 and 6 hours
3442;AdO3;AdO3-4;Private;NA;02.11.2019 18:47;18;03.11.2019 09:44;9;25,23;14,95972222;Nov;Saturday;early evening (18-21);Between 12 and 15 hours
3443;AsO10;AsO10-1;Private;NA;02.11.2019 21:06;21;03.11.2019 14:33;14;16,02;17,44277778;Nov;Saturday;late evening (21-midnight);Between 15 and 18 hours
3444;AdA6;AdA6-1;Private;NA;02.11.2019 21:21;21;03.11.2019 08:48;8;7,24;11,44333333;Nov;Saturday;late evening (21-midnight);Between 9 and 12 hours
3445;Bl2;Bl2-5;Private;NA;02.11.2019 22:14;22;03.11.2019 10:42;10;6,06;12,46666667;Nov;Saturday;late evening (21-midnight);Between 12 and 15 hours
3446;AdA1;AdA1-1;Private;NA;02.11.2019 22:49;22;03.11.2019 19:16;19;4,08;20,44972222;Nov;Saturday;late evening (21-midnight);More than 18 hours
3447;Bl2;Bl2-2;Private;NA;02.11.2019 23:32;23;03.11.2019 01:33;1;7,23;2,011111111;Nov;Saturday;late evening (21-midnight);Less than 3 hours
3448;Bl2;Bl2-2;Private;NA;03.11.2019 06:00;6;03.11.2019 14:34;14;13,44;8,564444444;Nov;Sunday;early morning (6-9);Between 6 and 9  hours
3449;AsO2;Share-4;Shared;Shared-5;03.11.2019 09:39;9;03.11.2019 12:06;12;6,79;2,451944444;Nov;Sunday;late morning (9-12);Less than 3 hours
3450;AdA6;AdA6-1;Private;NA;03.11.2019 10:46;10;03.11.2019 19:23;19;5,29;8,605;Nov;Sunday;late morning (9-12);Between 6 and 9  hours
3451;AsO2;AsO2-1;Private;NA;03.11.2019 11:40;11;03.11.2019 14:05;14;8,55;2,407777778;Nov;Sunday;late morning (9-12);Less than 3 hours
3452;Bl2;Share-18;Shared;Shared-7;03.11.2019 12:42;12;03.11.2019 19:13;19;43,36;6,5175;Nov;Sunday;early afternoon (12-15);Between 6 and 9  hours
3453;Bl2;Bl2-5;Private;NA;03.11.2019 13:20;13;03.11.2019 18:33;18;4,31;5,211666667;Nov;Sunday;early afternoon (12-15);Between 3 and 6 hours
3454;UT7;UT7-2;Private;NA;03.11.2019 13:35;13;03.11.2019 15:38;15;7,78;2,056666667;Nov;Sunday;early afternoon (12-15);Less than 3 hours
3455;AdO1;AdO1-2;Private;NA;03.11.2019 14:00;14;07.11.2019 11:00;11;9,1;92,99972222;Nov;Sunday;early afternoon (12-15);More than 18 hours
3456;Bl2;Share-3;Shared;Shared-6;03.11.2019 14:17;14;03.11.2019 15:51;15;8,1;1,558611111;Nov;Sunday;early afternoon (12-15);Less than 3 hours
3457;AdO3;AdO3-3;Private;NA;03.11.2019 14:26;14;04.11.2019 07:30;7;18,37;17,06638889;Nov;Sunday;early afternoon (12-15);Between 15 and 18 hours
3458;NR1;NR1-2;Private;NA;03.11.2019 14:37;14;04.11.2019 06:41;6;8,59;16,07027778;Nov;Sunday;early afternoon (12-15);Between 15 and 18 hours
3459;UT15;UT15-1;Private;NA;03.11.2019 14:45;14;04.11.2019 08:10;8;6,84;17,41416667;Nov;Sunday;early afternoon (12-15);Between 15 and 18 hours
3460;UT9;Share-36;Shared;Shared-12;03.11.2019 15:00;15;03.11.2019 17:18;17;5,28;2,308333333;Nov;Sunday;late afternoon (15-18);Less than 3 hours
3461;MS1;MS1-2;Private;NA;03.11.2019 15:05;15;04.11.2019 07:41;7;17,13;16,58694444;Nov;Sunday;late afternoon (15-18);Between 15 and 18 hours
3462;Bl2;Bl2-8;Private;NA;03.11.2019 15:18;15;04.11.2019 06:51;6;4,81;15,5475;Nov;Sunday;late afternoon (15-18);Between 15 and 18 hours
3463;SR2;SR2-1;Private;NA;03.11.2019 15:34;15;04.11.2019 17:37;17;9,75;26,04444444;Nov;Sunday;late afternoon (15-18);More than 18 hours
3464;Bl2;Bl2-3;Private;NA;03.11.2019 16:00;16;04.11.2019 08:07;8;34,64;16,11916667;Nov;Sunday;late afternoon (15-18);Between 15 and 18 hours
3465;AsO2;Share-5;Shared;Shared-5;03.11.2019 16:15;16;03.11.2019 20:51;20;33,93;4,601666667;Nov;Sunday;late afternoon (15-18);Between 3 and 6 hours
3466;AsO4;AsO4-1;Private;NA;03.11.2019 16:22;16;03.11.2019 20:33;20;5,68;4,179722222;Nov;Sunday;late afternoon (15-18);Between 3 and 6 hours
3467;UT7;UT7-5;Private;NA;03.11.2019 16:25;16;04.11.2019 07:57;7;3,06;15,54722222;Nov;Sunday;late afternoon (15-18);Between 15 and 18 hours
3468;AsO10;AsO10-1;Private;NA;03.11.2019 16:40;16;03.11.2019 20:48;20;9,91;4,128333333;Nov;Sunday;late afternoon (15-18);Between 3 and 6 hours
3469;UT9;Share-12;Shared;Shared-11;03.11.2019 17:16;17;03.11.2019 20:46;20;17,87;3,5025;Nov;Sunday;late afternoon (15-18);Between 3 and 6 hours
3470;UT15;UT15-2;Private;NA;03.11.2019 17:22;17;04.11.2019 07:42;7;15,93;14,33555556;Nov;Sunday;late afternoon (15-18);Between 12 and 15 hours
3471;NR1;NR1-3;Private;NA;03.11.2019 17:24;17;04.11.2019 07:07;7;22,12;13,71944444;Nov;Sunday;late afternoon (15-18);Between 12 and 15 hours
3472;AdO3;AdO3-4;Private;NA;03.11.2019 17:56;17;04.11.2019 16:13;16;35,62;22,26888889;Nov;Sunday;late afternoon (15-18);More than 18 hours
3473;UT9;Share-36;Shared;Shared-12;03.11.2019 18:05;18;03.11.2019 20:20;20;3,4;2,252222222;Nov;Sunday;early evening (18-21);Less than 3 hours
3474;AsO2;AsO2-1;Private;NA;03.11.2019 18:44;18;04.11.2019 06:45;6;19,04;12,02583333;Nov;Sunday;early evening (18-21);Between 12 and 15 hours
